SITE_ID;Ecoregions;YEAR;XFC_NAT_ALG_AQM;SumNat_PFC;InsectDensity;RegionalInsectTotalLBCD;RegionalInsectReplLBCD;RegionalInsectRichLBCD;Insect_RarefiedChaoRichness;ObservedInsectRichness;RiparianPresent;SDDEPTH_CM;CatchmentsArea;MeanAnnualTemperature;MeanPrecipitation;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
MDR9_0901;SAP;2014;0.895454545;5.727272727;109;0.000827916;0.001044608;0.000468328;37;25;0.857142857;0.339345776;29087.3502;11.1163492;1046.896865;7.186026866;2.41;2.54;0.429573334;60.34
MDRO_1013;SAP;2014;0.41590909;3.272727274;406;0.000789822;0.000594529;0.001113897;64;48;0.909090909;27.43834963;760.3335;12.40737746;1329.299975;12.81558684;4.77;3.97;0.791889349;226.15
MDS9_0916;CPL;2014;0.257727273;2.463636365;75;0.000905859;0.00104434;0.000676058;39;19;0.636363636;0.480182453;197.9838;12.98140052;1366.533905;0.254566283;24.55;8.84;5.4254439;1971.35
MDS9_0918;SAP;2014;0.450000001;4.272727273;488;0.000900534;0.000660397;0.001299026;66;54;0.954545455;9.744156742;1.0971;12.04866826;1230.241176;28.30188679;1.39;2.04;0;89.76
MDSS_1081;CPL;2014;0.738636363;4.272727274;358;0.000867133;0.00113925;0.000415571;33;28;0.904761905;10.87591073;6.3738;13.68385265;1524.667522;68.73764473;1.11;1.91;0.127082745;10.81
MDSS_1090;SAP;2014;0.163636364;2.181818182;417;0.000907613;0.001110621;0.000570734;55;37;1;3.56460979;0.1989;12.13686394;1288.205322;0;6.76;3.62;0;55.04
MDSS_1092;SAP;2014;0.345454546;4;505;0.000822718;0.000881864;0.000724568;107;40;0.80952381;21.97511211;14.0202;12.31804834;1388.670659;31.31339068;1.95;3.21;0.102708949;76.12
MDSS_1095;CPL;2014;0.372727272;3.454545454;48;0.000841751;0.000991933;0.000592534;49;21;1;11.67110814;0.4446;13.55061427;1463.467285;17.61133603;0.26;0.72;0;53.2
MELS_1049;NAP;2014;0.953636364;2.20909091;407;0.000876675;0.00046592;0.001558297;69;60;1;13.70320319;229.4253;4.011079048;1033.756504;0.004707415;0.14;0.6;0.016083666;1.94
MELS_1050;NAP;2014;0.603611111;2.422222222;168;0.000863576;0.000930315;0.000752827;58;41;1;0.813164235;35.8092;6.735135729;1316.034858;0.16839248;1.58;1.51;0.135719312;27.85
MELS_1051;NAP;2014;0.133333334;2.333333333;466;0.000771491;0.000580405;0.001354531;87;55;0.666666667;18.22221513;617.4459;4.566867404;1138.108648;0;0.18;0.48;0.010494847;0.43
MELS_1052;NAP;2014;0.15;2.272727274;200;0.000776436;0.000793557;0.001013969;69;47;0.909090909;0.443375482;145.9134;5.331268744;1274.777729;0;0.76;0.86;0.064147638;5.76
MELS_1053;NAP;2014;0.072727273;1.090909091;237;0.000777968;0.001145559;0.000433916;43;31;0.681818182;0.326368385;565.3377;4.87127549;1156.669055;4.86664873;0.88;1.32;0.122263207;8.86
MER9_0901;NAP;2014;0.195454546;2.09090909;65;0.000925172;0.000856195;0.00130558;20;12;0.681818182;1.556928038;21356.2728;3.288859044;1091.727049;0.397308092;0.4;0.52;0.022735709;1.51
MER9_0902;NAP;2014;0.436363636;1;305;0.000847409;0.000396896;0.001595008;125;60;0.954545455;0.465405222;10476.1062;3.156291961;1090.025689;0.000137456;0.24;0.4;0.011116726;0.07
MER9_0903;NAP;2014;0.680909091;2.318181818;372;0.001086032;0.00033187;0.001737235;94;64;0.954545455;0.399336571;2553.6915;4.035169017;1136.008463;0;0.14;0.49;0.007788725;0.18
MER9_0904;NAP;2014;0.554545454;2.363636364;131;0.000811514;0.001174141;0.000475701;52;34;0.136363636;0.496015873;1173.1356;5.98164605;1413.909077;2.505362551;0.52;1.17;0.025700354;0.52
MER9_0905;NAP;2014;0.602272729;2.454545455;22;0.000954806;0.000372391;0.001921287;21;9;0.863636364;1.260972461;4366.017;6.284478247;1506.694466;0.42722005;1.38;1.56;0.138936701;21.27
MER9_0906;NAP;2014;0.138181818;1.672727273;428;0.000726016;0.000696013;0.001041749;51;47;0.954545455;0.562400159;851.7393;4.623027854;1282.72921;0.167163826;0.3;0.57;0.022718219;0.98
MER9_0907;NAP;2014;0.315909091;2.090909091;220;0.000848272;0.000825718;0.000885698;54;44;0.863636364;1.045074547;14045.6286;4.824046519;1239.987232;0.388850521;0.95;0.99;0.122585471;10.61
MER9_0908;NAP;2014;0.395454546;1.545454546;225;0.00079233;0.000599821;0.001111785;56;48;1;0.71604977;13988.1519;4.81514573;1239.839616;0.387109036;0.94;0.98;0.121969651;10.49
MERF_0001;NAP;2014;0.675;2.363636364;488;0.000906217;0.001095493;0.000592127;62;38;0.954545455;17.65724163;107.8515;3.263712499;1671.711549;0;0.1;0.67;0.007510327;3.05
MERF_0002;NAP;2014;0.702272728;2.545454545;437;0.00086246;0.000209491;0.001946022;154;70;1;25.60428173;117.3618;5.239875938;1262.663751;0.065183049;0.5;0.93;0.014570329;4.95
MERF_0003;NAP;2014;0.4275;3.5;372;0.000844131;0.000445397;0.001505804;67;58;0.95;0.375351687;1836.2025;3.308837083;1074.648405;0;0.22;0.49;0.009312698;0.03
MERF_0004;NAP;2014;0.493181819;3.181818181;451;0.000847366;0.000134759;0.002029892;110;72;0.818181818;0.192219965;1685.2428;3.981627205;1090.861184;0.023498098;0.18;0.44;0.011642239;0.11
MERF_0005;NAP;2014;0.820454546;2;476;0.001489843;0.00061633;0.001366546;83;56;1;22.91102465;293.4108;3.582098301;1297.359369;0;0.03;0.09;0.000306737;0.09
MERF_0006;NAP;2014;0.588636363;4.363636363;381;0.001288827;0.000696317;0.001206795;116;52;1;0.839608584;1283.9616;3.680905862;1089.825264;0;0.15;0.57;0.007640415;0.05
MERM_1001;NAP;2014;0.601818183;2.590909092;367;0.001282418;0.000691285;0.001044708;83;47;0.954545455;0.603406994;2521.8801;4.022255742;1133.802985;0;0.14;0.49;0.007601472;0.18
MERM_1002;NAP;2014;0.575;2.454545454;293;0.000848159;0.000999946;0.000596277;47;37;0.727272727;0.980156141;20105.9145;4.78697744;1213.17018;0.153613008;0.46;0.73;0.054798801;4.03
MERM_1003;NAP;2014;0.602272727;3.454545454;239;0.000857321;0.000986565;0.000642849;52;38;0.909090909;0.933404218;10908.7002;4.373773038;1232.948097;0.164279884;0.68;0.86;0.077156763;5.59
MERM_1004;NAP;2014;0.363636365;2.318181819;256;0.000849398;0.001016879;0.000571473;52;36;0.909090909;2.571549664;8848.6551;4.967035806;1340.90849;0.184085602;1.32;1.15;0.222226991;19.46
MERM_1005;NAP;2014;0.870454546;1.090909091;273;0.000839045;0.000616984;0.001207542;108;51;0.954545455;0.442700619;6418.602;3.741783469;1148.267916;0;0.42;0.75;0.031843383;0.64
MERM_1006;NAP;2014;0.340909091;2.000000001;334;0.000873241;0.000919388;0.000796662;70;42;0.954545455;1.30673276;17285.8986;4.58418218;1207.524544;0.143128226;0.39;0.7;0.044031845;2.26
MERO_1025;NAP;2014;0.311363637;2.727272727;135;0.000914394;0.001061226;0.000670735;27;19;1;1.54321552;4328.4501;6.265862188;1506.607904;0.43092792;1.27;1.54;0.103609835;19.5
MERO_1026;NAP;2014;0.013636364;0.272727273;238;0.000734451;0.000445198;0.001480394;79;57;0.227272727;0.940179974;12075.0444;3.152451422;1089.65458;0.00228819;0.24;0.4;0.011560206;0.09
MERO_1027;NAP;2014;0.081818182;0.90909091;113;0.000691572;0.000995889;0.00045252;70;28;0.272727273;1.004488997;20158.7715;3.27604413;1090.998539;0.335145423;0.38;0.5;0.021898656;1.29
MERO_1028;NAP;2014;0.304545455;2.727272727;347;0.000803659;0.000351896;0.001553332;87;58;1;1.253425206;18983.439;4.703657674;1212.516324;0.136577993;0.4;0.71;0.042441204;2.55
MES9_0910;NAP;2014;1.125;4.363636362;432;0.001193796;0.000931895;0.000948033;65;47;1;5.946051272;6.9939;3.072901591;1074.35309;0;0;0.11;0;0
MESS_1104;NAP;2014;0.121111111;1.622222222;281;0.000979979;0.001085458;0.000804943;58;44;0.954545455;9.687520513;0.9846;6.283679167;1549.116783;0;0.08;2.71;0;24.21
MESS_1106;NAP;2014;0.259090909;2.636363635;436;0.000919277;0.00065845;0.001352102;74;56;1;8.33064199;8.2935;4.830449168;1140.746914;0;0.11;0.46;0;0.16
MESS_1107;NAP;2014;0.929545455;2.090909092;278;0.000980577;0.001319197;0.00041866;105;33;1;4.618802154;2.5866;3.193651907;1182.415755;0;0.03;0.18;0;0.09
MESS_1108;NAP;2014;1.125;5;209;0.000851667;0.000768219;0.000990145;101;46;1;46.00204102;10.2834;6.364711929;1440.469551;0;0.19;0.84;0;12.52
MESS_1109;NAP;2014;0.818181818;1;256;0.000729414;0.001064901;0.000438637;47;27;0;0.208435732;8.2728;5.506771413;1307.20367;0;0.09;0.25;0;1.5
MESS_1111;NAP;2014;0.494999999;4.354545454;401;0.001412224;0.000812191;0.000812279;49;42;0.318181818;9.325212918;13.4037;3.875567331;1056.213692;0;0.17;0.44;0;0.05
MILS_1055;TPL;2014;0.417424242;2.858585858;413;0.000873739;0.001143357;0.000426324;47;30;0.954545455;0.433064725;560.7009;8.572353568;977.6909913;44.127377;3.01;2.04;0.469983194;56.2
MIR9_0901;UMW;2014;0.236363637;2.454545455;349;0.000705609;0.001019735;0.00045028;53;28;0.909090909;0.481975801;12505.2669;8.633835666;964.4073291;46.49362662;3.66;2.07;0.679436918;76.04
MIR9_0902;TPL;2014;0.07;1;19;0.000776688;0.000433416;0.001612269;19;11;0.545454545;3.52577451;3334.6665;8.393256519;912.0124308;48.38109298;3.21;1.9;0.585341893;55.78
MIR9_0903;UMW;2014;0.309090909;4;378;0.00079405;0.000864641;0.000676909;66;38;1;0.621102063;10867.2471;9.500181415;1079.609743;53.03381387;4.52;2.32;0.970159223;76.88
MIR9_0904;TPL;2014;0.381818183;3.090909091;197;0.000822386;0.001030581;0.000476898;52;32;0.954545455;0.130789174;1973.5272;8.062320933;824.4054326;54.00290404;1.52;1.5;0.165313151;21.96
MIR9_0905;UMW;2014;0.550000001;4.363636364;184;0.000863697;0.001127429;0.000426051;41;27;0.909090909;0.433278005;13725.9009;8.644051595;980.0219042;45.17732311;5.15;2.29;1.172906618;109.12
MIR9_0906;TPL;2014;0.027272727;0.545454546;120;0.000696846;0.000930274;0.00057543;57;35;0.045454545;0.651379404;3000.8646;8.530236984;899.0016187;25.79823495;7.02;2.71;1.586542758;158.54
MIR9_0907;UMW;2014;0.293181818;3.454545455;178;0.000773624;0.000959286;0.000465529;52;27;1;0.395991042;3617.7588;8.760204648;959.5473779;37.02276669;5.92;2.47;1.433254754;134.75
MIR9_0908;UMW;2014;0.154545456;2.363636364;340;0.000739996;0.000711796;0.000786793;52;40;1;0.257995445;1828.251;8.828253143;959.2050377;32.36547389;3.84;2.15;0.765682611;87.83
MIR9_0909;UMW;2014;0.200000001;2.909090909;240;0.000874918;0.001089862;0.000518231;45;35;0.818181818;0.321808496;3380.9976;6.122240189;805.4390071;1.419796926;1.43;2.43;0.1043479;10.67
MIR9_0910;TPL;2014;0.054545455;1.090909091;181;0.000726034;0.000991617;0.000551258;94;22;1;0.242542495;1767.8547;8.171468193;873.5154115;65.46841774;1.49;1.51;0.149367479;22.13
MIRM_1001;UMW;2014;0.15909091;2.454545454;41;0.000791348;0.001053187;0.000622787;30;20;0.818181818;0.261313182;2728.8189;6.082322377;807.6840854;1.182379673;1.47;2.39;0.116292071;11.54
MIRM_1002;UMW;2014;0.193181819;2.181818183;400;0.000846024;0.000941588;0.000687441;55;39;1;0.927825581;3585.5136;4.53715735;723.1878868;0.066994586;0.3;0.91;0.011546463;1.5
MIRM_1003;UMW;2014;0.465909091;4.272727272;94;0.000913506;0.001022311;0.00073295;20;18;0.954545455;1.049855067;10392.8661;9.496953465;1078.731201;53.06398396;4.57;2.32;0.99709646;77.39
MIRO_1019;UMW;2014;0.270454546;2.636363636;343;0.000847854;0.000687438;0.001114055;55;49;0.909090909;0.627639713;2974.4838;5.348618917;790.5224709;0.06544665;0.4;0.83;0.011921396;1.67
MIRO_1021;UMW;2014;0.170454545;2.454545455;396;0.000717237;0.0007894;0.000863432;48;43;0.954545455;0.189566225;1296.7083;8.652973252;932.8127855;26.97109288;4.56;2.46;0.729670659;104.85
MIRO_1022;UMW;2014;0.177272729;2.454545455;316;0.000891435;0.001139257;0.000480188;28;23;0.954545455;0.595669017;11656.3914;8.653154796;959.2013994;47.50293903;3.55;2.04;0.682682979;74.07
MIRO_1023;UMW;2014;0.522727273;1.818181819;239;0.000781945;0.000925792;0.00054324;48;34;0.5;0.728069261;2032.9281;4.68768776;641.984853;0.07047962;0.7;1.33;0.166459404;6.82
MIRO_1024;UMW;2014;0.236363638;3.272727273;298;0.000853848;0.001007088;0.000599556;45;37;1;0.239889355;1410.6933;8.214756198;958.7058993;44.23035822;2.43;1.95;0.305722016;41.2
MIRO_1025;UMW;2014;0.36590909;3.454545456;242;0.000771347;0.000887615;0.000578408;41;35;0.863636364;0.522629865;721.476;8.790524105;938.6442049;3.168379821;12.96;4.12;2.459208622;285.97
MIS9_0926;UMW;2014;0.311363635;4.181818183;256;0.000874817;0.001052337;0.000580234;39;21;1;0.395526974;926.2251;7.246363156;1008.600336;4.672157988;10.75;6.86;0.100861011;909
MNLS_1092;UMW;2014;0.2;3.636363636;129;0.000835326;0.00103108;0.000510483;48;34;0.863636364;0.239501798;421.1451;4.280743762;694.4014001;2.19473051;0.43;1.05;0.011967372;4.52
MNLS_1093;UMW;2014;0.368181817;2.909090909;200;0.000879978;0.000978469;0.000716539;61;40;1;0.597297815;215.7642;2.98658371;670.2255282;0;0.02;0.03;0.005005464;0.68
MNLS_1095;UMW;2014;0.17;3;388;0.000637843;0.000762524;0.000696887;40;38;0.181818182;11.41112775;132.5295;4.024367412;613.2402501;27.90940885;0.39;1.32;0.008149129;5.9
MNLS_1096;UMW;2014;0.693181819;4.090909091;298;0.000765064;0.00107474;0.000517118;36;34;0;0.143307761;857.7342;5.009885564;698.0067944;18.19665113;1.54;1.74;0.257807139;21
MNR9_0902;UMW;2014;0.661363636;5.09090909;271;0.000759591;0.001119695;0.000427964;93;27;0.954545455;0.939558305;5346.1053;3.80377907;609.8254759;0.342333324;0.31;0.59;0.012407163;1.03
MNR9_0906;UMW;2014;0.363636363;3.272727272;369;0.00088246;0.001157188;0.000426566;63;26;0.954545455;0.739632824;3412.2186;3.548651554;660.8962937;0.107006626;1.33;1.25;0.262755733;15.57
MNR9_0909;UMW;2014;0.727272728;3.90909091;235;0.000817756;0.001021373;0.000479867;69;32;0.9;2.515172309;51197.4774;3.43564172;670.9531224;0.079970346;0.35;0.52;0.019818555;1.66
MNR9_0915;UMW;2014;0.28125;2.125;417;0.000743333;0.00072974;0.001031835;51;47;0;1.251301154;7880.9085;4.365751244;604.6109929;1.73411606;0.67;1.02;0.076708161;7.26
MNR9_0916;UMW;2014;0.517272727;4.090909091;126;0.00083788;0.001073188;0.0004474;36;26;1;0.395209127;1771.4304;3.414998158;680.5228874;0.017223369;0.45;0.7;0.059849938;5.32
MNR9_0917;TPL;2014;0.304999999;2.827272727;464;0.000788076;0.000879179;0.000636896;61;37;0.818181818;0.258559053;2383.1334;4.488858395;695.0892675;38.64503766;0.41;0.98;0.017787506;3.28
MNRF_0001;UMW;2014;0.556818182;2.909090908;380;0.000895839;0.00113812;0.000493788;62;34;0.818181818;0.669506075;389.8944;3.145096253;715.2827519;0;0.12;0.45;0.006001625;0.37
MNRF_0002;UMW;2014;0.363636364;2.090909091;225;0.000942332;0.001310796;0.000596834;21;19;0.590909091;14.53363914;16.7049;7.542342564;837.1471058;3.485803567;0.41;0.61;0.005387641;7.99
MNRF_0003;UMW;2014;0.452272726;4.818181819;298;0.000826374;0.000996619;0.000543864;59;35;0.909090909;14.5590369;133.2648;4.03118706;585.0072997;8.055540548;0.47;0.97;0.006753471;3.85
MNRF_0004;UMW;2014;0.395454546;3.454545455;300;0.000848727;0.000428158;0.001546634;77;59;0.857142857;0.573251404;300.7467;3.140734334;696.6813988;0;0.22;0.59;0.029925515;0.95
MNRF_0005;UMW;2014;0.295454546;3.363636364;325;0.000815164;0.000417851;0.00147448;63;56;0.909090909;17.05741641;107.3412;4.514113914;726.3015227;18.20270316;0.6;1.2;0.013415166;4.49
MNRF_0006;UMW;2014;0.386363636;4.363636364;297;0.000828361;0.001063599;0.000437997;39;29;0.909090909;19.8068935;180.2241;3.996647888;583.8805861;6.921382878;0.36;0.73;0.005493161;2.17
MNRF_0007;UMW;2014;0.18409091;2.727272727;193;0.000847329;0.001032504;0.000540042;43;35;0.909090909;0.576974869;812.5956;4.856063163;751.7081983;0.251859597;0.22;0.62;0.005648566;2.24
MNRF_0009;UMW;2014;0.215909091;3;452;0.000707035;0.000938869;0.000588263;56;36;0.227272727;0.408005744;59.454;3.209583404;707.40309;0;0.02;0.08;0;0.47
MNRF_0010;TPL;2014;0.411363637;2.818181818;346;0.000711827;0.001020319;0.000465849;81;31;0.761904762;0.358553491;6246.8928;3.860235843;598.46531;9.357163933;0.24;0.48;0.012563046;1.8
MNRM_1001;TPL;2014;0.163636364;1.818181819;18;0.001014975;0.000632816;0.001649143;44;10;1;0.838323121;16558.3746;5.753468346;707.0677286;64.32646596;0.81;1.44;0.08228525;6.26
MNRM_1004;UMW;2014;0.190909091;2;325;0.000781794;0.001164038;0.000413428;37;29;0.181818182;0.931091672;7566.7698;4.366418082;604.2116559;1.76246937;0.65;1.01;0.074469029;7.26
MNRM_1005;TPL;2014;0.529545454;3.727272727;12;0.001039475;0.000440627;0.002033226;27;8;0.818181818;0.821118767;36769.0095;5.414170464;627.797401;64.8824149;0.9;1.43;0.131427527;9.19
MNRM_1008;UMW;2014;0.552272728;5.363636364;146;0.000849836;0.00110368;0.000428596;49;28;1;0.784328754;27726.0192;4.641182805;659.8383221;8.372688424;0.87;1.17;0.113537035;9.55
MNRM_1009;TPL;2014;0.013636364;0.272727273;3;0.000710567;0.000380303;0.003441446;5;3;0.363636364;0.539206008;7721.8551;4.841447724;603.6161867;62.56577891;0.77;1.31;0.091339488;6.8
MNRO_1049;TPL;2014;0.343636364;2.645454545;178;0.000859624;0.001112587;0.000439846;31;26;0.954545455;0.361667298;12898.6992;3.902251034;604.4208806;26.69005647;0.42;0.82;0.027616738;3.01
MNRO_1050;UMW;2014;0.122916667;2.458333334;356;0.000802955;0.001120753;0.000541534;42;36;1;NA;3086.6004;3.491042057;668.6557988;0.084442418;1.43;1.3;0.288900371;17.03
MNRO_1053;TPL;2014;0.183181818;2.172727273;345;0.000801967;0.000986016;0.00049655;25;24;0.909090909;0.223186791;1302.8634;5.569762796;748.6751363;69.56741589;0.85;1.4;0.036680745;5.86
MNRO_1054;UMW;2014;0.20909091;2.363636364;152;0.000785927;0.001041518;0.000627733;28;20;1;0.816443292;6068.2239;3.725561904;649.9499391;0.095306305;0.88;0.97;0.15445376;9.48
MNS9_0928;UMW;2014;0.631818181;3;101;0.000784246;0.001103125;0.000521029;47;22;0;22.93784995;49.2885;3.87549586;609.3836539;2.994613348;1.06;0.95;0.109559025;0.29
MNS9_0930;UMW;2014;1.145;4.6;407;0.000781616;0.000895233;0.000593075;48;36;0.863636364;21.02280623;118.6236;5.020518927;736.7154962;4.005948226;0.72;1.14;0.018208856;10.66
MNS9_0931;UMW;2014;0.893181818;4.272727272;366;0.000788475;0.000511047;0.001248849;61;51;0.619047619;40.07368431;31.4154;3.185822772;648.213286;0;0.13;1.08;0;0.2
MNS9_0937;UMW;2014;0.535;5.5;388;0.000863629;0.001105391;0.00046244;52;32;0.95;0.629557268;695.0628;3.489429149;636.2985134;0.01320744;0.07;0.3;0.002460209;0.29
MNS9_0939;UMW;2014;0.429090909;3.727272727;340;0.000751451;0.000547166;0.001090449;73;47;0.863636364;0.190774062;707.6943;4.063861756;608.9602951;21.27766184;0.58;1.28;0.052649852;6.43
MNSS_1168;UMW;2014;0.722727273;4.454545454;420;0.000830945;0.000815424;0.000856702;51;43;0.75;25.81909234;8.0397;3.380797065;737.8028107;0;0.07;0.51;0;0.75
MNSS_1170;UMW;2014;1.138636364;4.090909091;354;0.000873018;0.0011449;0.000421846;39;27;0.090909091;0.142271749;20.7261;4.494194749;636.610639;0;0.36;0.85;0;2.73
MNSS_1172;UMW;2014;0.3075;2.3;149;0.001388541;0.001208378;0.000615419;59;19;1;42.64205013;0.2448;3.025295382;669.6077535;0;0;0;0;0.68
MNSS_1173;UMW;2014;0.190909092;2.727272728;249;0.001370416;0.001009738;0.000463021;36;30;0;0.208237691;56.1105;3.681392198;609.9669761;0;0;0;0;0.28
MNSS_1174;UMW;2014;0.331818182;2.272727274;448;0.000814605;0.000869142;0.000724104;54;40;0.5;16.78952936;7.0947;3.484690862;782.9553787;0;0.1;0.34;0;0.44
MOLS_1079;CPL;2014;0.106818182;1.181818182;340;0.000728356;0.00103547;0.000484664;56;24;0.5;24.58935468;58.5378;14.89290414;1622.173738;92.21887396;0.74;1.82;0.001537468;5.75
MOLS_1082;SAP;2014;0.293181819;3.818181819;528;0.000840722;0.001077233;0.000448246;41;26;1;9.227696909;18.6156;12.70876185;1375.937792;0;0.27;1.32;0;12.71
MOLS_1084;TPL;2014;0.175;1.454545455;258;0.000945872;0.000585666;0.001543613;13;11;0.681818182;9.089721806;93.5235;10.25103382;1185.897687;31.36794496;0.88;1.22;0.01732185;2.11
MOLS_1086;CPL;2014;0.479545454;3.818181818;63;0.00094976;0.000604258;0.0015231;23;11;0.909090909;2.214156628;181.6083;14.04478954;1347.524604;27.31394986;5.67;3.1;0.860808674;87.67
MOR9_0901;CPL;2014;0.127272727;2.181818181;8;0.000862395;4.68E-05;0.002637076;15;6;0.272727273;2.185155769;2298823.18;9.082564665;853.176139;29.31008326;1.57;1.45;0.279346135;28.86
MOR9_0902;CPL;2014;0.262121214;2.575757576;9;0.001022987;0.000263012;0.003157022;7;4;0.772727273;1.745311543;2298704.641;9.08227286;853.1404392;29.31096475;1.57;1.45;0.279359209;28.86
MOR9_0903;TPL;2014;0.281818182;3.090909091;98;0.000819104;0.000998186;0.000521929;36;23;0.545454545;1.386759645;444031.0875;8.131617174;946.4957303;51.0163634;2.63;1.72;0.499314026;48.47
MOR9_0904;SAP;2014;0.324999999;2.999999999;197;0.000766508;0.00092392;0.000505291;65;32;0.681818182;0.991797852;2606.0715;13.10001045;1372.1553;0.087476495;0.31;1.08;0.028974646;4.46
MOR9_0905;SAP;2014;0.354545454;2.363636364;138;0.000789433;0.000988857;0.000458503;56;28;0.954545455;0.957951892;8036.5977;12.89129071;1351.89538;0.201040298;0.98;1.68;0.10496606;15.02
MOR9_0906;TPL;2014;0.213636364;2.454545455;10;0.001034114;3.55E-05;0.002809154;9;5;1;1.210194964;364902.0543;7.578584038;881.8679315;48.2671737;1.98;1.58;0.325525874;30.01
MOR9_0907;SAP;2014;0.502272728;4.363636362;291;0.000784938;0.000643809;0.001019134;67;46;0.772727273;20.14090767;481.5837;13.33339844;1350.68835;0.516919489;1.5;2.29;0.165952461;20.88
MOR9_0908;SAP;2014;0.329545455;3.09090909;207;0.000767408;0.000714633;0.000854985;50;42;0.666666667;1.040109014;1607.4387;12.91136878;1255.880122;0.045911549;0.94;1.57;0.084432458;10.5
MOR9_0912;TPL;2014;0.238636364;2.727272727;12;0.001002246;0.000600085;0.001669606;25;10;1;0.858090101;1281658.957;8.002202619;608.9239897;26.02382214;0.72;1.06;0.101091838;9.71
MORF_0001;SAP;2014;1.252272727;5.454545454;476;0.001582092;0.000999049;0.000525316;44;34;1;18.6348432;54.9531;12.97457492;1420.031203;0;0.14;0.98;0;3.29
MORF_0006;SAP;2014;1.006818181;5.181818181;414;0.000883053;0.001164485;0.000416034;50;30;1;25.05257191;103.2966;12.74134323;1538.560264;0;0.29;1.4;0;3.82
MORM_1001;CPL;2014;0.313636364;1.272727274;44;0.000878065;0.000160935;0.002334043;8;7;0.545454545;7.756983147;2298778.7;9.082453791;853.1626269;29.3103164;1.57;1.45;0.279350209;28.86
MORM_1002;TPL;2014;0.75;4.181818181;7;0.00113398;0.00040795;0.003692718;2;2;0.863636364;1.258304636;1769769.422;8.158992889;712.9153701;32.48149474;1.27;1.25;0.214124318;20.85
MORM_1003;TPL;2014;0.15909091;1.363636364;1;0.000811486;0.00063679;0.004111229;1;1;0.5;1.970275495;17416.376;8.080598047;702.462977;32.2485049;1.25;1.24;0.213201356;20.7
MORM_1004;SAP;2014;0.436363636;4.499999999;431;0.000832596;0.000740077;0.000986127;66;46;0.818181818;32.81334417;523.4787;12.89413464;1254.420112;0.081149434;1.03;1.75;0.08561953;10.29
MORM_1005;CPL;2014;0.25;2.818181818;4;0.001155175;0.000615726;0.004093876;1;1;0.857142857;10.15113169;177040.948;8.1630256;713.3361719;32.48335461;1.27;1.25;0.214012958;20.84
MORM_1006;TPL;2014;0.25;2.090909091;7;0.001064114;0.000150679;0.00307999;6;4;0.909090909;0.712685766;1181324.852;7.630112875;549.0225198;26.57424567;0.66;1;0.095916436;9.04
MORM_1007;TPL;2014;0.275454546;3.218181818;14;0.001008568;6.74E-05;0.002570329;7;6;0.954545455;1.037183286;1267274.748;7.946839574;600.3034682;26.24853884;0.71;1.05;0.098732812;9.48
MORO_1046;TPL;2014;0.256818181;2.727272726;56;0.000898956;0.000986516;0.000753656;30;18;0.909090909;0.484604116;2245.8366;10.28236312;1118.488878;34.01730562;1.16;1.33;0.0638782;7.97
MORO_1047;CPL;2014;0.163636363;1.818181819;47;0.000903272;0.001077751;0.000613735;43;20;0.863636364;3.041720501;2782.8495;13.41061866;1328.085184;7.325645889;0.51;1.25;0.014585769;9.24
MORO_1048;SAP;2014;0.763636363;2.909090909;257;0.000785685;0.000828404;0.000714796;52;39;0.909090909;0.530266823;3621.2445;12.87120381;1470.322249;0.037006615;0.75;1.54;0.09981099;13.39
MORO_1049;TPL;2014;0.212272728;2.127272728;168;0.000792618;0.000994944;0.00045687;53;29;1;0.6717292;2464.3233;12.63580732;1377.794793;24.24991883;1.55;1.88;0.312110022;19.61
MOS9_0934;TPL;2014;0.502272728;3.545454546;77;0.001012189;0.000233356;0.002304614;9;7;1;10.25142758;4.9626;12.73626726;1281.10566;7.254261879;16.93;5.2;2.176278564;910.89
MOS9_0938;TPL;2014;0.790909092;3.636363636;161;0.000855161;0.000848095;0.000866886;57;17;0.904761905;19.52597536;169.8012;12.02654916;1373.841793;73.26626667;1.81;1.69;0.299467848;23.18
MOS9_0940;SAP;2014;0.196363638;3.163636364;445;0.000826173;0.001022875;0.000499759;44;33;0.909090909;20.89448618;24.525;13.29557344;1428.165671;0.249541284;1.82;1.58;0.091743119;8.22
MOSS_1161;TPL;2014;0.372045455;2.99090909;169;0.00089872;0.001181478;0.000429501;42;25;0.863636364;5.657645141;8.1333;11.09606032;1293.640056;48.01372137;1.08;1.7;0.022131238;3.44
MOSS_1163;TPL;2014;0.270454547;2.636363637;513;0.000816136;0.000945761;0.000601032;39;21;0.772727273;15.14126767;51.9723;11.11501978;1340.982963;33.32467487;0.71;1.31;0.043292292;3.04
MOSS_1165;TPL;2014;0.265909091;1.818181818;513;0.000879914;0.001152786;0.000427099;121;30;0.857142857;0.883074758;1.3869;10.79011153;1267.364296;0;0.66;1.24;0;3.37
MOSS_1166;SAP;2014;0.145454546;2.181818182;70;0.000844414;0.000708899;0.001069292;21;15;0.636363636;9.355999164;3.8709;13.48461973;1278.841993;0;45.72;11.97;12.62497094;1355.72
MSLS_1037;CPL;2014;0.177272727;3.545454545;366;0.000814242;0.000973931;0.000549248;63;35;0.727272727;12.34528086;40.3479;18.46641765;1747.026196;0;0.24;0.89;0;2.46
