SITE_ID;Ecoregions;YEAR;XFC_NAT_ALG_AQM;SumNat_PFC;FishTotalDensity;RegionalFishTotalLBCD;RegionalFishReplLBCD;RegionalFishRichLBCD;Fish_RarefiedChaoRichness;ObservedFishRichness;InvasiveFishDensity;RatioInvasiveDensity;RiparianPresent;SDDEPTH_CM;CatchmentsArea;MeanAnnualTemperature;MeanPrecipitation;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
VARS11_139;SAP;2013;0.531818181;3.909090908;206;0.001222165;0.001692021;0.00068788;11.249;11;51;0.454545455;1;0.731664078;3965.8995;11.45641852;1081.022996;6.178658839;2.964263013;2.927269423;0.541397986;59.25363125
VTR9_0901;NAP;2013;0.60909091;4.90909091;414;0.001218103;0.001669972;0.000704271;12.998;12;118;0.583333333;0.727272727;1.119047214;16201.3761;5.577518737;1232.023353;0.467621389;1.365889552;1.473103626;0.174790708;18.02456121
VTRF_0001;NAP;2013;0.220454545;2.727272727;320;0.001207961;0.001656364;0.00069807;9.249;9;32;0.222222222;0.727272727;28.66785676;120.2121;5.074585218;1310.19225;0.167703584;0.483607723;1.005817715;0.003743384;7.555068943
VTRF_0002;NAP;2013;0.470454547;4.363636364;196;0.001192663;0.00161848;0.000708456;10.99;9;5;0.222222222;0.761904762;26.83834938;90.9657;4.656040058;1232.231886;0.002968152;0.905553412;1.119517959;0.051447963;8.931554908
VTRF_0003;NAP;2013;0.781818182;3.363636364;515;0.001176894;0.001555675;0.000746172;8.998;8;6;0.125;0.863636364;7.685770116;20.7054;4.772866683;1367.809501;0;0.194775276;0.761868714;0;6.073531308
VTRS_1002;NAP;2013;0.59090909;4.545454546;4;0.001298407;0.001017189;0.002579398;1;1;0;0;0.818181818;7.021105925;1.4067;5.547350603;1112.666044;0;0.342930262;0.975021931;0;11.08661903
VTRS_1003;NAP;2013;0.443181819;3.818181818;107;0.001268349;0.001542099;0.00095706;5;5;1;0.2;0.727272727;16.20979876;33.3036;4.688455381;1189.962787;0;0.20378878;0.787878595;0;7.583303804
VTRS_1004;NAP;2013;0.640909092;5.454545454;35;0.001298407;0.001911719;0.002579398;11;11;0;0;0.954545455;7.7990416;0.8487;4.317224572;1229.104145;0;0.266171792;0.817106766;0;7.845913409
VTRS_1007;NAP;2013;0.315909091;4.272727271;393;0.001161001;0.001519875;0.000752915;8;8;4;0.125;0.590909091;26.97292723;170.8506;5.367025885;1287.839719;0.745388076;1.939715752;1.808737639;0.220719155;23.00038158
VTRS_1008;NAP;2013;0.450000001;3.454545455;122;0.001303751;0.000807863;0.001867638;2;2;0;0;0.954545455;7.647798005;4.9212;4.490280151;1606.184041;0;0;0.188377027;0;11.78415696
VTRS_1010;NAP;2013;0.45;3.454545454;89;0.001303751;0.000807863;0.001867638;2;2;0;0;0.909090909;12.37687278;4.6116;5.701889911;1199.092737;0;0.416081187;0.975462041;0;8.664716435
VTRS_1012;NAP;2013;0.6;4.636363637;66;0.001298407;0.001017189;0.002579398;1;1;0;0;0.954545455;6.548135312;1.0989;4.820815921;1352.18458;0;0;0.064474228;0;6.236971981
VTS9_0909;NAP;2013;0.054545455;1.090909092;180;0.001176988;0.001515018;0.000792606;7.994;7;0;0;0.636363636;19.52977266;165.9285;4.684502964;1449.797055;0.011390448;0.403558159;0.759593497;0.022238494;3.141152119
VTS9_0910;NAP;2013;0.268181818;3.545454546;85;0.001313919;0.001218118;0.001422858;3;3;0;0;1;7.404037174;4.6998;6.167791399;1410.749644;0;0.117004979;0.915787291;0;10.24605054
VTS9_0911;NAP;2013;0.602272727;3.181818182;448;0.001166358;0.001485753;0.000803167;7;7;0;0;1;8.146675201;13.104;4.394212171;1693.606609;0;7.625686813;3.277488414;1.016483516;7.189769484
VTS9_0917;NAP;2013;0.26409091;3.100000001;106;0.001303751;0.000807863;0.001867638;2;2;0;0;0.863636364;14.16914452;29.6406;4.709131077;1234.24418;0.743912067;0.542934354;1.345355497;0.006072752;8.052860847
WALS_1069;WMT;2013;0.15;3.000000001;34;0.001261804;0.001094105;0.001452498;3;3;72;0.333333333;0.909090909;17.41199807;93.4263;6.455386586;574.5781382;0;0.089945765;1.111399959;0;0.591067732
WALS_1072;WMT;2013;0.163636363;3.272727273;129;0.001306604;0.001635275;0.000932864;5;5;0;0;0.818181818;33.95904221;80.6931;9.623870426;2787.117672;0;0.427185224;1.201827652;0.005576685;3.019726225
WAR9_0901;XER;2013;0.063636364;1.272727273;26;0.000771296;0.001789264;0.000734937;7;7;0;0;0.454545455;0.728428529;8326.6245;2.697672737;1119.591089;0.000259409;0.330392104;0.378290695;0.020190655;0.533617214
WARF_0101;WMT;2013;0.190909092;2.727272727;2;0.001325325;0.00023196;0.002568616;1;1;10;1;0.954545455;0.349637619;1982.7234;6.236704871;977.1400057;0.007398914;0.868874902;1.489016625;0.084928639;0.47248474
WARF_0102;WMT;2013;0.329545455;3.09090909;14;0.001323085;0.001244168;0.001412823;3;3;0;0;0.909090909;1.600114895;929.0961;4.610374733;1398.442801;0;0.186125741;0.375385116;0.012108543;1.015497766
WARF_0103;WMT;2013;0.393181818;2.454545455;6;0.001343873;0.00028409;0.002548979;1;1;0;0;0.909090909;0.171984114;124.3728;4.99522294;2214.165341;0;0.029777411;1.138673953;0;2.832140259
WARF_0104;WMT;2013;0.454545455;3.090909091;4;0.001343873;0.00028409;0.002548979;1;1;0;0;0.909090909;0.222045131;787.3488;4.677776658;1731.208857;0;0.293923862;1.132018366;0.02297584;0.491007346
WARF_0105;WMT;2013;0.461363637;2.090909091;19;0.001338751;0.00089416;0.001844307;2;2;0;0;0.227272727;0.165373773;137.0547;4.383331142;2275.119227;0;0.041948215;0.271243249;0.006566721;0.207467336
WARF_0106;WMT;2013;0.095454547;1.909090909;4;0.001325325;0.00023196;0.002568616;1;1;0;0;0.409090909;0.549909083;786.8835;5.739821484;2833.957856;0;0.228868314;0.479525775;0.021159422;1.224235135
WARM_1001;WMT;2013;0.25;3.666666666;12;0.001325325;0.00023196;0.002568616;1;1;0;0;0.944444444;0.302046162;1330.0722;5.421586658;1752.674347;0.001556306;1.173624936;1.269492339;0.149337758;3.80740175
WARO_1040;WMT;2013;0.223076924;3.846153846;142;0.001261804;0.001094105;0.001452498;3;3;359;1.666666667;0.384615385;24.06679258;2307.6342;6.162207447;406.0676055;0.005265133;0.323639119;1.451233117;0.006942175;1.507184467
WARO_1044;XER;2013;0.379545454;3.545454546;308;0.001296376;0.001441242;0.001131645;4;4;7;0.5;0.090909091;13.75371759;2028.2562;8.601300071;434.6435783;72.99142978;0.661084088;1.064730355;0.023517739;2.9916991
WAS9_0918;WMT;2013;0.309090909;4;705;0.00131397;0.001479229;0.001126049;4;4;0;0;1;15.41303069;25.9146;7.497547476;1749.072943;0;0.538584427;1.409518214;0.048621241;3.177136847
WAS9_0919;WMT;2013;0.68409091;3.454545455;9;0.001311726;0.000829417;0.001860171;2;2;0;0;0.909090909;24.66309067;0.9891;10.17262957;1621.190552;0;0.433121019;2.375533273;0;8.170374126
WAS9_0920;WMT;2013;0.343181818;2.909090909;35;0.001337185;0.001538347;0.001108438;4;4;1;0.25;0.772727273;0.942216498;190.5822;9.827420032;2148.545316;0;0.518223633;1.977399579;0.008500269;3.77346261
WAS9_0923;WMT;2013;0.293181818;3.090909091;68;0.001284557;0.001408429;0.001143698;4;4;106;0.25;0.818181818;19.76674843;167.6259;4.241814902;1427.937583;0;0.085175382;0.235315333;0.005906009;0.61101212
WAS9_0925;WMT;2013;0.154545454;2.727272727;192;0.001338151;0.001711462;0.000913648;5.995;5;17;0.2;0.954545455;34.80598317;65.6496;10.02605247;2444.144063;0;0.436416977;0.768613295;0.001370915;3.184859349
WASS_1133;WMT;2013;0.259090909;4.454545454;2;0.001318986;0.000846767;0.001855958;2.5;2;11;0.5;1;9.64816404;56.7504;4.448373687;421.6944831;0;0.236393047;0.723653546;0;1.042799731
WASS_1140;WMT;2013;0.520833333;5.75;58;0.001333568;0.00127054;0.001405239;3;3;0;0;NA;12.07179122;0.9918;10.26754683;2305.516839;0;0.594373866;3.664440113;0;1.933656073
WILS_1087;UMW;2013;1.143181819;3.454545454;903;0.001185201;0.001576642;0.000740084;16.495;12;0;0;0.090909091;10.07434556;72.3105;7.193777313;804.1099172;25.9319186;2.665480117;1.830721012;0.516522497;29.35650643
WILS_1088;TPL;2013;0.599999999;5.090909091;147;0.001110467;0.001909282;0.001317772;21.894;21;3;0.047619048;1;13.94275454;210.7503;8.482777147;1066.550395;53.79536826;2.701234589;1.915491515;0.322846516;56.00659714
WILS_1089;UMW;2013;1.486363638;4.818181818;98;0.001209614;0.001658331;0.000699368;11.99;11;0;0;0.818181818;24.69301418;184.4145;6.008493583;626.5928469;24.15314414;1.02437227;1.432146465;0.052707352;9.170514161
WILS_1090;UMW;2013;0.402272728;2.272727274;244;0.001203464;0.001441398;0.000932904;17.992;16;0;0;1;10.86833971;926.6643;5.730970002;665.3538902;22.56613317;0.403069267;1.106943935;0.016996446;5.314403755
WILS_1092;UMW;2013;0.881818183;5.090909091;484;0.00115013;0.001940354;0.000861974;14;14;0;0;1;27.86455516;771.7032;4.987562703;672.575061;31.63993618;1.22216391;1.155220228;0.225553036;16.71397044
WILS_1093;UMW;2013;1.243181817;6.454545455;365;0.00164857;0.002198564;0.00119948;24.984;19;0;0;1;9.912113801;344.9097;5.797816545;592.2239006;11.91833689;1.959338053;1.711323244;0.307123865;19.68741311
WIRF_0002;UMW;2013;0.213636364;3.909090909;181;0.00119541;0.001262115;0.001119559;27.95;19;4;0.052631579;1;0.371451528;3641.0661;4.931815719;632.4408507;2.723210655;0.422466568;1.182627099;0.024174238;3.22822527
WIRF_0003;UMW;2013;0.590909092;2.818181818;113;0.001161026;0.001238164;0.00107331;18.892;18;1;0.055555556;0.909090909;0.478080125;2006.226;4.365022341;638.3146513;0.706326207;0.660443489;1.535859696;0.064015719;8.12817976
WIRF_0006;UMW;2013;0.488636364;3.727272727;3;0.001298125;0.000791463;0.001874263;2.333;2;0;0;0.454545455;8.352483589;3.2589;6.861659025;801.9385986;0.02761668;0.019331676;1.165018995;0;3.207938405
WIRF_0008;UMW;2013;0.275;3.818181819;220;0.001171608;0.001312848;0.001011;20.982;17;0;0;0.954545455;0.356009023;2449.2627;4.523325051;578.6611339;0.121260982;0.443357709;1.154644007;0.046152665;4.431770385
WIRF_0011;UMW;2013;0.35;3.727272727;32;0.001154807;0.001529707;0.000728498;12.875;9;0;0;1;12.14283261;43.3566;7.109174083;773.1209623;31.53983477;0.811163698;1.196850383;0.031137128;5.440335631
WIRF_0012;TPL;2013;0.468181819;2.545454546;112;0.001110861;0.001430643;0.000747229;11.124;11;1;0.090909091;0.227272727;18.22502165;63.7434;8.376807546;988.5250103;22.65411007;0.950300737;1.004998569;0.066359811;35.7984578
WIRF_0013;TPL;2013;0.375;2.90909091;306;0.00114307;0.001428389;0.000818627;13;13;48;0.230769231;0.681818182;11.60753413;28.4364;7.144302604;668.6443649;52.86745158;1.370205089;1.306808796;0.066464109;13.18853191
WIS9_0924;UMW;2013;0.329545454;2.727272728;258;0.001304313;0.001447787;0.001141164;4;4;0;0;1;5.968562421;4.9779;6.932876603;830.5782275;0;0.113722654;1.04403714;0;2.280246498
WIS9_0925;UMW;2013;0.677272729;4;3;0.001298407;0.00017189;0.002579398;1;1;222;1;0.363636364;24.93580124;7.1244;7.321374273;831.6754003;11.3188479;0.490778171;1.469780527;0.012632643;9.214985363
WIS9_0926;UMW;2013;0.527272727;5.09090909;24;0.001302259;0.001781307;0.001894646;11;10;0;0;0.545454545;9.533571906;19.3131;6.836429439;826.0891645;2.46982618;1.402581667;1.725554374;0.130481383;3.207938405
WIS9_0927;UMW;2013;0.716666667;4.416666667;86;0.001286275;0.001140972;0.001451503;3;3;0;0;0.625;13.1174031;16.5042;6.543208952;651.8592603;69.65317919;0.727342131;1.483984406;0.038172102;16.39896686
WIS9_0928;UMW;2013;0.757692307;5.307692308;47;0.001169256;0.001535933;0.000752298;18.117;12;0;0;0.923076923;25.23213239;656.577;5.25084015;617.5688263;0.349951339;0.37551026;1.3473315;0.017545543;3.355422192
WIS9_0929;UMW;2013;0.277272727;4.454545454;214;0.001140898;0.001230637;0.001038855;21.479;17;0;0;0.909090909;12.75131207;141.6636;6.044132529;737.1619237;66.72320907;0.817488755;1.473592431;0.052730553;13.50819237
WIS9_0930;UMW;2013;0.515909091;3.090909091;464;0.001153244;0.001522371;0.000733501;9.998;9;1;0.111111111;0;14.79230709;11.0628;7.967218572;899.8791054;21.49365441;0.609420761;1.255033779;0.03254149;5.112473028
WIS9_0931;TPL;2013;0.631818181;5.727272727;81;0.001316009;0.002101885;0.002598108;11;11;0;0;1;6.245091137;4.3011;7.997594789;876.7470725;37.53923415;11.53211969;4.370761987;1.569365976;69.77998279
WIS9_0932;UMW;2013;0.604545454;5.09090909;75;0.001180651;0.001503239;0.000813828;14.987;14;0;0;1;15.30384516;1099.3851;6.296835539;595.3814464;21.90785558;1.211412816;1.65383096;0.148583058;18.92034282
WIS9_0933;UMW;2013;0.372727273;3.454545454;29;0.001186664;0.000866209;0.001551062;3;3;7;0.333333333;1;11.36965659;52.2018;7.741373521;806.3265253;11.68407986;0.874366401;1.06054387;0.027585256;38.49298552
WIS9_0934;UMW;2013;0.331818181;4.090909091;403;0.001114522;0.000921965;0.001333482;28.98;21;2;0.047619048;1;20.7394515;191.4894;5.859559666;656.414953;54.07630918;1.310975438;1.673858721;0.106689979;16.11198908
WIS9_0935;UMW;2013;0.280555556;3.611111111;51;0.00124392;0.001285302;0.001196863;4;4;0;0;0.166666667;11.46551878;15.8697;6.087078385;636.2265627;8.211875461;0.158169342;0.446951288;0;4.255653208
WIS9_0936;UMW;2013;0.613636364;5.636363637;65;0.001288865;0.002115393;0.001442301;3;3;207;1;1;16.95508029;144.2232;4.77725878;750.6622196;0;0.579545455;1.355535044;0.058035046;2.344186315
WISS_1162;UMW;2013;0.488636364;4.818181819;183;0.001179538;0.001511726;0.000801799;7;7;0;0;1;14.37339012;3.3795;7.996920204;1003.295837;47.40346205;1.832756325;2.041029523;0.026631158;8.062164248
WISS_1164;UMW;2013;0.495454545;4.454545455;18;0.001274811;0.000733977;0.001889805;2;2;0;0;1;13.59501981;22.959;6.959970845;772.1437605;61.66601333;0.904664837;1.47890967;0.098000784;50.4448264
WISS_1165;UMW;2013;0.786363636;4.272727272;4;0.001329117;0.000867321;0.001854236;2;2;0;0;0.409090909;10.26603836;11.6361;4.984286992;687.1654877;0;0.017093356;0.37645847;0;1.814304823
WISS_1166;UMW;2013;1.038636364;1.636363636;39;0.0012137;0.001401315;0.001000359;5.974;5;0;0;0.045454545;9.370907906;3.8961;7.934405534;1086.391318;84.56918457;1.331254331;1.687623069;0.046200046;11.16434405
WISS_1168;UMW;2013;0.934090911;3.454545455;53;0.001274811;0.000733977;0.001889805;2;2;122;0.5;0.954545455;4.466349449;7.3602;6.699013294;748.1843507;41.67278063;0.423453167;1.36286449;0.024455857;14.62356654
WVRF_0001;SAP;2013;0.454545456;3.909090908;293;0.001342507;0.000274508;0.002556956;1;1;0;0;1;7.688447322;5.9787;10.50607082;989.8537575;0;0.024838176;1.332732972;0;24.94867832
WYLS_1087;WMT;2013;0.229166667;4.583333333;299;0.001279498;0.001677508;0.000826911;6;6;0;0;0.291666667;17.33060585;172.3662;1.595974889;739.7481425;0;0.019173133;0.336214669;0.001044288;0.557494326
WYLS_1088;XER;2013;0.322727273;5.727272726;44;0.001303139;0.001794458;0.001881572;12;12;4;1;0.909090909;23.15595785;182.4084;1.794591658;1034.66986;0;0.605029703;1.130930337;0.003453788;0.229980677
WYLS_1091;WMT;2013;0.523333335;5.399999999;639;0.001313549;0.001918598;0.00142152;3;3;2;0.333333333;0.266666667;13.18984917;567.4176;2.061789876;1017.25727;0;0.047977363;0.36420089;0;0.356617597
WYLS_1094;WMT;2013;0.522727274;3.272727273;674;0.00127458;0.001667048;0.000828295;6;6;35;0.166666667;0;34.61072993;88.2063;0.827380821;820.273124;0;0.041231749;0.469802828;0;0.086624179
WYR9_0904;NPL;2013;0.440909091;3.636363637;1;0.001345767;0.000285767;0.002551119;1;1;0;0;0.136363636;17.49257851;1231.0794;7.335227531;348.1824105;0;0.1747949;1.114213352;0.002631837;1.628057237
WYR9_0907;NPL;2013;0.181818183;2.545454545;121;0.001223306;0.001540302;0.000862841;6;6;37;0.666666667;0.045454545;11.57605941;5402.7351;8.002031278;367.8549068;0.107145731;0.100334847;0.899490719;0.00188238;0.156617758
WYR9_0913;SPL;2013;0.204545454;4.090909091;101;0.001158014;0.001270408;0.001030207;5;5;6;0.8;0.954545455;26.39954086;7960.4361;4.980412881;484.5632828;0.567195056;0.298507766;1.096728824;0.040712594;4.606906032
WYRF_0004;XER;2013;0.674999998;5.545454546;48;0.001176234;0.001831257;0.001021205;5;5;11;0.6;0.318181818;11.13224001;81.3015;3.746712789;680.2658806;0;0.521027287;1.973095009;0.012176897;0.227148064
WYRF_0006;WMT;2013;0.575454546;3.472727272;142;0.001318955;0.000848404;0.00185403;2;2;0;0;0;20.40857389;98.703;5.066731918;694.5008051;0;0.070493298;0.806246379;0;0.333723336
WYRF_0007;SPL;2013;0.438636366;4.909090909;147;0.001151752;0.001644699;0.000816033;7;7;1;0.142857143;0;12.59314113;458.4816;7.720948231;507.4239399;0.395937372;0.22928641;1.0492336;0.004318603;0.68345155
WYRO_1032;NPL;2013;0.231818181;2.090909091;95;0.001208566;0.001387867;0.001004678;5.495;5;11;0.6;0;24.53110991;2602.9377;7.523691568;333.9713968;0.453088063;0.255387941;0.700487209;0.046366842;3.342487398
WYRO_1036;NPL;2013;0.227272728;3.090909091;124;0.001257434;0.001050954;0.001492228;3;3;8;0.666666667;0;3.581320788;1622.4831;7.209212113;305.7163186;0.317957087;0.142757296;1.299908616;0.010983165;0.869847468
WYRO_1038;XER;2013;0.363636363;5.454545455;203;0.00117547;0.001317233;0.001014268;5;5;53;0.8;0.045454545;22.70311464;2184.0381;3.788730725;402.2015564;0;0.093989432;1.054139522;0.002513692;0.31891579
WYS9_0927;WMT;2013;0.425;4.5;816;0.001315388;0.001475701;0.001133092;4;4;1;0.25;0.416666667;37.84132074;336.7881;1.861339462;1064.676531;0;0.043040119;0.334980963;0;0.355364313
WYS9_0928;XER;2013;0.731818182;5.363636364;98;0.001350371;0.00202999;0.002544891;11;11;9;1;0.590909091;5.67828392;8.5248;4.110154556;533.1744256;0;0.452913851;1.942621856;0;0.500856053
WYS9_0930;NPL;2013;0.836363637;3.818181818;7;0.001264485;0.000685776;0.001922549;2;2;54;1.5;0;25.13614445;1190.52;7.159250617;297.4038206;0.278878137;0.157666314;1.238835048;0.010961597;0.945138817
WYS9_0931;XER;2013;0.327272728;2.545454545;86;0.001337276;0.001278596;0.001404002;3;3;1;0.333333333;0;5.240647363;951.4062;4.041153878;401.324911;0;0.124107243;1.281014579;0.001986533;0.215655682
WYS9_0932;XER;2013;0.761363637;5.272727273;15;0.001346323;0.001913084;0.00183897;12;12;114;1;0;9.566353907;17.4033;1.76205597;622.550546;0;0;0.349188957;0;1.08656993
WYS9_0935;NPL;2013;0.454545455;3.545454545;3;0.00134766;0.000293038;0.002546897;1;1;87;4;0;11.33804547;316.4283;7.242413914;389.2320856;2.067198161;0.092830509;1.022109126;0;0.800201279
WYSS_1197;WMT;2013;0.590909091;3.272727273;308;0.001343709;0.001288844;0.001406096;3;3;0;0;0.409090909;9.665261026;15.5799;1.035945643;845.0615328;0;0.00231067;0.051116476;0;0.086624179
ALLS_1037;CPL;2014;0.163636364;3.272727272;33;0.001113064;0.001544828;0.000618352;19.697;10;3;0.1;1;19.29342537;131.0265;18.86400236;2203.082016;12.49579284;1.319304873;1.62307237;0.065940859;12.53736258
ALLS_1039;CPL;2014;0.529545454;3.818181818;72;0.001035146;0.001305252;0.000725659;16.438;12;3;0.083333333;1;42.81133772;114.6879;18.18671783;2066.712646;0.003138954;0.788387441;1.64972328;0.069841718;5.532720912
ALLS_1041;CPL;2014;0.452272727;1.727272728;1049;0.001063873;0.000785369;0.001382982;24.167;24;51;0.083333333;0.454545455;1.163562537;112151.2338;16.86041132;1911.233989;2.218031417;1.894826306;1.689584503;0.316208291;38.31309992
ALLS_1042;SAP;2014;0.240909091;3.727272727;58;0.001092922;0.001435922;0.000699916;12.491;12;7;0.083333333;1;24.63064323;260.3565;16.07140279;1892.416725;0.00034568;0.614528925;1.479258755;0.091605164;10.53980306
ALR9_0902;CPL;2014;0.118181819;2.363636363;504;0.001047571;0.000700406;0.001445352;29.89;25;54;0.08;1;0.259338708;922.6674;17.54616034;1907.089603;1.923455841;3.284941464;1.67515193;0.618521907;60.48488154
ALR9_0906;CPL;2014;0.145454545;2.909090909;112;0.0010436;0.001193735;0.000871577;18.097;15;0;0;1;0.681005644;467.8479;18.11724437;2010.818159;0.002500813;0.200297789;0.698719418;0.005193996;4.142259985
ALRO_1020;CPL;2014;0.031818183;0.636363637;223;0.001029697;0.000706505;0.001400008;39.928;24;2;0.041666667;0.954545455;0.631733226;2483.1603;18.27775032;1988.601026;4.741059206;0.882704914;1.181189929;0.10594161;13.98239789
ALS9_0917;SAP;2014;0.368181819;4.090909091;362;0.001005245;0.000704177;0.001350207;67.876;23;37;0.043478261;0.954545455;0.447398767;169.8075;15.72603808;1595.587776;0.368358288;1.128087982;1.611270121;0.031800716;31.2405054
AZLS_1054;XER;2014;0.495454546;3.454545456;8;0.001151146;0.000307364;0.002117947;1;1;9;3;0.681818182;23.68948111;2599.6212;16.18205901;295.6432924;0.126191462;0.392107362;1.493608334;0.00723567;21.65671734
AZLS_1072;XER;2014;0.438636364;3.272727273;27;0.001149953;0.001229871;0.001058384;3.481;3;116;1.333333333;0;8.881964475;697.3947;13.35966383;351.9496425;0;0.109184225;0.611957711;0.001419569;0.771332835
AZLS_1083;WMT;2014;0.697727273;1.818181818;146;0.00112048;0.000229048;0.002141879;1;1;67;2;NA;6.962373623;43.1469;6.383352416;432.2873324;0;1.245489247;0.942577236;0;0.755769128
AZR9_0904;XER;2014;0.368181818;3.999999999;49;0.00113061;0.001185598;0.001067605;3;3;0;0;0.545454545;42.45284475;967.4964;11.44138956;360.1936569;0;0.100791073;0.314176288;0;0.417553916
AZRO_1028;XER;2014;0.013636364;0.272727273;1;0.000811511;0.000307364;0.002117947;1;1;6;1;0.136363636;12.40175941;1889.8281;13.61937036;365.7972764;0.004143234;0.27895299;0.644147395;0.006524403;3.96778889
AZRO_1031;WMT;2014;0.287272728;3.109090908;37;0.001133954;0.001192111;0.001067318;3;3;1;0.333333333;0.666666667;17.80782449;1304.0604;10.21744629;380.168944;0;0.050147831;0.251436484;0;0.330838598
AZSS_1111;WMT;2014;0.384090909;2.181818183;73;0.00112048;0.000229048;0.002141879;1;1;0;0;0.136363636;19.86360308;11.0682;6.37721675;495.3805654;0;0.459830867;2.54028464;0;1.669059531
AZSS_1116;XER;2014;0.081818182;0.90909091;3;0.00082048;0.000229048;0.002141879;1;1;5;1;1;1.621775755;26.2323;10.48147894;705.4988125;90.652;0.019864823;0.216884085;0;0.369488663
CALS_1089;XER;2014;0.227272727;3.818181818;4;0.001155047;0.000316132;0.002116272;1;1;78;6;0.727272727;9.94569091;2494.0143;15.08189792;335.6537076;0.063512066;14.43996865;3.98274662;2.262184303;510.4033454
CALS_1099;XER;2014;0.413636364;4.636363636;70;0.001152333;0.00030831;0.00211941;1;1;18;2;0.045454545;11.47788387;163.3662;4.110910931;784.5877559;0;0.13972168;0.397910497;0.002754548;0.472461056
CALS_1106;WMT;2014;0.177272728;3.181818181;540;0.00112578;0.001359401;0.000858098;4.499;4;0;0;1;22.69516925;50.067;12.16689163;1832.326977;0;0.271939601;0.560072826;0.001797591;5.833890147
CALS_1116;WMT;2014;0.522727272;5;33;0.001154267;0.001909191;0.001423705;2;2;236;1;0.181818182;26.48446085;303.6159;7.24992286;387.4664942;0;0.069541813;1.153797192;0;0.430607463
CARO_1043;XER;2014;0.275000001;3.090909091;16;0.001154267;0.00031394;0.002117109;1;1;8;1;0.863636364;11.58715764;463.7934;14.90473074;779.196324;0.011837167;0.728670783;1.975299876;0.059962043;20.09240919
CARO_1060;WMT;2014;0.4;4.727272727;572;0.001115816;0.001945771;0.000608149;3;3;542;3;0.636363636;26.72787672;519.4071;10.32822327;977.7362939;0.005891333;0.852420385;1.847674411;0.122505064;11.34420615
CAS9_0923;WMT;2014;0.443181819;4.272727272;16;0.001112285;0.000219341;0.002135414;1;1;0;0;1;42.96389738;6.4764;11.0619915;1610.31719;0;0.199833241;2.705821584;0;0.859547242
CASS_1181;WMT;2014;0.418181818;4.727272726;26;0.001112285;0.000219341;0.002135414;1;1;21;1;0.909090909;31.04330472;19.5291;11.71086122;1231.71312;0;0.244343057;0.47104245;0;0.305480847
CASS_1183;WMT;2014;0.934090909;5.090909091;72;0.001112285;0.001092193;0.002135414;56;50;0;0;1;9.294825483;6.0228;11.62159242;1501.007987;0;0.456066946;1.023767566;0.014943216;3.137264927
CASS_1271;WMT;2014;0.52;5;5;0.001112285;0.001902193;0.002135414;1;1;0;0;0.681818182;7.876632674;2.421;4.69196574;1175.751575;0;0.100743494;0.889436242;0;0.325652473
CASS_1278;WMT;2014;0.475;3.727272728;51;0.001112285;0.000219341;0.002135414;1;1;0;0;0.863636364;27.31540247;14.3703;8.067487954;1551.46832;0;0.117492328;0.231816286;0;0.446458692
CASS_1297;WMT;2014;0.445454546;4.909090909;53;0.001112285;0.000219341;0.002135414;1;1;0;0;0.954545455;19.86990771;13.3002;11.83551741;1171.8074;0;0.136892678;0.262545295;0;0.392117852
CASS_1339;XER;2014;0.96590909;4.545454546;43;0.001152694;0.000914837;0.00142523;2;2;3;0.5;0.863636364;32.04621032;13.3902;14.76529201;879.4688197;6.102970829;0.302796075;0.385679795;0.026885334;4.571619177
COR9_0902;XER;2014;0.279545455;3.545454546;62;0.001122796;0.00136075;0.000850149;4;4;4;0.5;0.363636364;1.097322269;19640.8467;4.580920674;496.131657;3.080997012;0.464605612;0.748110308;0.046895127;4.619217051
COR9_0904;SPL;2014;0.190909091;2.363636364;116;0.000981152;0.001141387;0.000797556;5;5;21;1.2;0.272727273;13.18741247;57660.6519;7.81158543;551.738141;19.86746268;2.167592621;1.456849024;0.510621698;61.72473528
COR9_0906;SPL;2014;0.386363637;3.727272728;458;0.00099645;0.001280009;0.000671549;7;7;43;0.857142857;0.818181818;12.75208836;43156.3806;7.436940634;540.67684;16.58839319;2.772948056;1.62720247;0.667486467;81.42114609
COR9_0907;XER;2014;0.318181819;2.636363637;39;0.001127407;0.001488509;0.000713659;5.974;5;14;0.8;0.363636364;0.455589667;21001.1958;5.367250916;550.4671301;0.931112694;0.245381527;0.727243461;0.016019088;1.816185255
COR9_0909;SPL;2014;0.1;1.636363637;244;0.001022458;0.001112999;0.000918716;4;4;263;2.25;0.5;23.25891813;12208.0401;5.125976168;562.198274;0.412333999;5.398779268;2.432318726;1.438830464;181.1457582
CORF_0002;XER;2014;0.563636364;4.818181819;5;0.001128791;0.000256632;0.002128105;1;1;95;2;0.909090909;8.59666367;59.3181;5.945494395;530.2832934;0;0.085602877;0.763372122;0;0.38290888
CORF_0003;XER;2014;0.368181819;4.818181818;102;0.001124858;0.001172718;0.001070021;3;3;0;0;0.5;23.56134482;386.1315;6.867200249;473.9654092;0.251028471;0.058682858;0.31074813;0;0.783051433
CORF_0004;XER;2014;0.461363637;3.909090909;9;0.001118366;0.001154977;0.001076417;3.889;3;10;0.666666667;0.363636364;13.19874748;89.4906;6.375172179;502.7226436;0;0.077810407;0.423021945;0;0.393862651
