Ecoregions;YEAR;HabitatComplexity;FishTotalDensity;LocalFishTotalLCBD;LocalFishReplLCBD;LocalFishRichLCBD;RegionalFishTotalLBCD;RegionalFishReplLBCD;RegionalFishRichLBCD;Fish_RarefiedChaoRichness;ObservedFishRichness;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
TPL;2014;Poor;209;0.00853907;0.008740291;0.008294785;0.000966133;0.000945085;0.000990249;19;16;23.12495574;0.610034925;1.150918089;0.049523587;6.411141493
CPL;2014;Poor;526;0.008776885;0.011362941;0.005637369;0.000983576;0.000703377;0.001304627;54;22;0;0.026160648;1.970763316;0;0.259243244
SAP;2014;Good;559;0.00826928;0.003836173;0.013651148;0.001033074;0.00026777;0.001909955;37;34;51.54275;0.3004159;1.192559;0.007875821;0.4572053
TPL;2014;Poor;453;0.009035686;0.011505203;0.00603765;0.000994193;0.00097979;0.001010696;17;17;0;0.110218204;0.871960068;0;0.183220885
TPL;2013;Poor;540;0.013147385;0.018519687;0.007149133;0.001131169;0.000852616;0.001447919;24;23;0;0.098454028;0.83954127;0;0.948684627
TPL;2013;Poor;668;0.015161617;0.022582654;0.006875922;0.001134762;0.001446489;0.00078029;15;13;0;0.198874621;1.210460425;0;0.199873537
TPL;2013;Good;56;0.013020188;0.017004415;0.008571741;0.001118837;0.001458243;0.00073289;18;10;30.27051;0.436544;1.330729;0.02544152;1.797752
TPL;2014;Good;111;0.008345508;0.009290454;0.007198329;0.000997962;0.001245826;0.000713961;6;6;39.98674;0.5995624;1.457864;0.04292705;3.571265
TPL;2013;Poor;174;0.016421175;0.020064199;0.012353686;0.001168374;0.001535845;0.000750513;8;8;0.2674941;0.9843409;1.336687;0.07878525;12.63621
TPL;2014;Good;215;0.009311049;0.008304632;0.010532857;0.001041665;0.001267032;0.000783441;13;13;0;10.08148197;6.071862312;10.122;982.1546364
TPL;2013;Poor;998;0.015984974;0.012260291;0.020143638;0.001068625;0.00118384;0.000937612;19;15;0;0.153281473;2.567931367;0;0.259243244
SAP;2014;Poor;88;0.00903598;0.005860254;0.012891366;0.001076999;0.001359706;0.000753074;5;5;0;0.171969281;0.795689296;0;0.223763293
TPL;2013;Good;433;0.013198473;0.011936894;0.014607043;0.001062448;0.001306616;0.000784799;12;12;9.412955;0.2071042;0.9044398;0.00340647;0.3061844
TPL;2014;Good;13;0.008950594;0.011125623;0.006310072;0.001073424;0.000691689;0.001510813;2;2;3.631896;0.1456446;0.7815175;0.000695969;0.2011234
TPL;2014;Poor;329;0.011661276;0.005989187;0.018547291;0.00101029;0.001270408;0.000712248;11;11;0;0.039752991;4.260096379;0;4.452255155
SAP;2014;Poor;176;0.0122712;0.011214117;0.009398092;0.001030219;0.001359634;0.000652777;7;7;0;0.156616023;2.365337736;0;0.385791291
CPL;2014;Poor;401;0.013647094;0.01077311;0.017643358;0.001092624;0.000800977;0.001426791;31;25;0.001502324;0.19569953;1.118396109;0.000136575;1.416510107
CPL;2014;Poor;89;0.014855093;0.017884112;0.010643252;0.001066752;0.000989893;0.001154817;29;20;0;0.073411589;1.422462665;0;6.0829507
CPL;2014;Good;56;0.01482755;0.016669783;0.012265932;0.001037323;0.001014383;0.001063607;20;18;65.21525;0.4907578;1.370062;0.03060983;2.751833
CPL;2014;Good;47;0.014955689;0.015464078;0.014248775;0.001063056;0.001403847;0.000672578;23;11;33.39552;0.6736371;1.383763;0.09707222;8.29537
CPL;2014;Poor;545;0.016930954;0.022441774;0.009268178;0.001031881;0.000523409;0.001614484;36;28;0;0.168186259;1.166897878;0;0.978135806
CPL;2014;Good;440;0.01422547;0.009014147;0.021471797;0.001005102;0.000853896;0.001178354;21;20;8.68338055;2.372921615;2.391881349;0.660243106;71.08086561
CPL;2014;Poor;540;0.016449303;0.020044506;0.011450186;0.001037844;0.000539366;0.001608997;34;28;0.4358094;1.636639;1.55628;0.2387619;30.19269
CPL;2014;Good;291;0.016595657;0.020379981;0.011333567;0.001027449;0.000381901;0.001767115;67;31;0.43909084;1.004460057;2.656699571;0.206061528;17.69085089
CPL;2014;Poor;576;0.013919152;0.010601411;0.018532459;0.001019621;0.000842273;0.001222826;23;21;2.40535546;1.192896;1.709800452;0.20186877;35.62337955
CPL;2014;Poor;6;0.016618028;0.009860529;0.026014308;0.000851609;0.001141611;0.00192621;2;1;0.216250153;34.36180046;10.97247579;9.865541236;1244.921849
CPL;2014;Poor;352;0.013484807;0.008471692;0.020455526;0.001054903;0.000918205;0.00121153;37;21;0.122860185;0.238881153;1.880793878;0.008190679;5.770696194
CPL;2014;Poor;77;0.016215447;0.016888215;0.015279965;0.001089424;0.001288975;0.00086078;24;15;0;0.1391254;0.4371139;0.002139404;6.897759
CPL;2014;Good;15;0.017174877;0.018525655;0.015296625;0.001129758;0.001555757;0.00064165;9;6;0.198642609;0.13300778;0.969288908;0;4.647426649
CPL;2014;Poor;185;0.016603787;0.016976743;0.016085194;0.001068021;0.000897093;0.00126387;34;22;15.67572963;1.450242967;2.013796275;0.162870415;29.76303012
CPL;2014;Poor;302;0.017272446;0.018805217;0.015141132;0.00109738;0.000867137;0.001361192;25;24;0.117864179;1.396526347;1.622840138;0.342949661;27.44126652
CPL;2014;Poor;393;0.013647094;0.01077311;0.017643358;0.001057342;0.000878067;0.001262754;24;22;1.693181424;0.945210256;1.582423936;0.131903877;23.21486588
CPL;2014;Poor;916;0.012495042;0.00977334;0.016279559;0.001025852;0.000260131;0.00190321;44;34;0.5092182;1.160571573;1.550829544;0.206115078;19.3393471
CPL;2014;Poor;62;0.014282455;0.016610104;0.011045866;0.001056816;0.001223175;0.000866203;33;15;5.404112545;1.628338945;1.930279425;0.325920388;40.88661004
CPL;2014;Poor;418;0.017174877;0.018525655;0.015296625;0.000996316;0.000529919;0.001530712;30;26;15.54928058;5.441746914;2.772805442;1.031882224;119.1508011
CPL;2014;Poor;323;0.015984494;0.020538023;0.009652829;0.001036232;0.000617156;0.001516406;27;26;3.863797803;1.426938254;1.702194185;0.22318345;38.09595286
CPL;2014;Poor;353;0.012495042;0.00977334;0.016279559;0.001015433;0.000825648;0.001232887;30;21;0.2392822;1.074099;1.432349;0.08732749;13.52142
CPL;2014;Poor;89;0.012495042;0.00977334;0.016279559;0.001034686;0.001260202;0.00077629;15;13;0.702241324;0.312699973;1.218761804;0.044435359;6.207191156
CPL;2014;Good;17;0.014584965;0.013922126;0.01550664;0.001122259;0.001536406;0.000647731;9;6;43.92987;0.973836;1.627433;0.09354721;7.616317
CPL;2014;Poor;176;0.016497507;0.016633946;0.016307788;0.00107144;0.000807165;0.001374245;32;24;11.98205353;2.071327656;2.119020359;0.266057524;48.494963
CPL;2014;Poor;72;0.017142354;0.022887622;0.009153578;0.001000519;0.001085233;0.000903455;19;15;19.24928019;5.777574571;3.42061833;1.464003801;184.0395885
CPL;2014;Poor;106;0.013647094;0.01077311;0.017643358;0.00107386;0.001353109;0.000753897;15;13;4.577859063;1.116720559;1.727395038;0.186960213;26.89904512
CPL;2014;Poor;14;0.012495042;0.00977334;0.016279559;0.0011024;0.001109064;0.001094764;3;3;19.96741479;1.93777269;1.994357248;0.227098597;41.36303791
CPL;2014;Poor;102;0.012495042;0.00977334;0.016279559;0.00109157;0.000755339;0.001476822;34;26;9.639964593;1.659853894;1.720637457;0.188423125;37.34277497
CPL;2014;Poor;34;0.016496116;0.018426025;0.013812585;0.001076061;0.001340582;0.000772975;8;5;0;0.2433594;0.7398093;0.005768177;8.505856
NPL;2013;Good;35;0.012833676;0.016477736;0.008765029;0.001207593;0.001214888;0.001199298;4;4;12.96565;0.267719;0.7654853;0.0197317;1.904822
WMT;2013;Poor;214;0.013922497;0.017378546;0.010063767;0.001292044;0.000774687;0.001880344;2;2;3.255359987;1.084427852;1.629924236;0.142217457;26.34580447
WMT;2013;Good;26;0.014536266;0.014792052;0.014250678;0.001332725;0.00025469;0.002558584;1;1;59.7347;0.308194;1.233999;0.008161789;0.7014807
NPL;2014;Poor;51;0.015220936;0.015262957;0.015162507;0.001083283;0.001058202;0.001112021;3;3;1.935837832;1.490846282;2.149579475;0.207871564;29.45715058
NPL;2014;Good;603;0.014159719;0.016074941;0.011496609;0.001027641;0.001324766;0.000687196;7;6;9.038191;0.2071313;0.9114622;0.003331806;0.3213344
NPL;2014;Poor;64;0.013647094;0.01077311;0.017643358;0.00104356;0.000963344;0.001135471;3;3;3.237379248;1.152786119;1.74106916;0.156645139;26.1415275
NPL;2013;Poor;57;0.012250741;0.015604203;0.008506553;0.001251877;0.001500013;0.000969716;5;5;0.3950738;1.770277;1.635409;0.2884428;32.82503
NPL;2014;Good;74;0.015779659;0.014697873;0.017283878;0.001117345;0.000829362;0.001447313;2;2;2.967049543;1.0187619;1.684324773;0.164411122;25.07325473
NPL;2014;Poor;18;0.01279625;0.012724846;0.012895536;0.001030288;0.000925584;0.001150256;3;3;0.6477719;1.011634;1.155159;0.04921514;11.65868
WMT;2014;Good;6;0.014135178;0.00826725;0.022294511;0.001133212;0.00025612;0.002138179;1;1;28.79031;0.3927029;1.29113;0.01159623;1.458861
NPL;2014;Good;16;0.014511858;0.009942581;0.020865422;0.00105468;0.001190192;0.00089941;4;4;64.19226;0.8491494;1.430476;0.1131119;9.145799
WMT;2014;Good;148;0.014441744;0.015144727;0.013464248;0.001116182;0.000825095;0.001449709;2;2;46.26004;0.5093911;1.525296;0.01175325;2.279426
WMT;2013;Good;62;0.015854315;0.011843497;0.02033245;0.001311412;0.001649061;0.000927463;5;5;4.117485079;1.361356156;1.718156471;0.218376859;34.94761326
NPL;2014;Good;69;0.014890778;0.010656607;0.020778378;0.001051966;0.001372511;0.000684687;26;11;7.636353;0.1813749;0.8750679;0.001663037;0.2778553
NPL;2014;Poor;87;0.014741219;0.007908355;0.024242292;0.001026956;0.001346592;0.000660719;7;7;1.900336361;1.069766123;1.639565346;0.14998479;26.82323509
NPL;2013;Poor;536;0.017795143;0.017107766;0.01856261;0.001240347;0.001474322;0.000974287;5;5;4.422198213;1.463079093;1.894601867;0.213103914;34.03757139
NPL;2014;Poor;19;0.015298747;0.015398395;0.015160187;0.001080715;0.001367548;0.000752062;5;5;0;0.7078725;1.171601;0.01912351;10.01731
WMT;2013;Poor;1;0.0156577;0.010345705;0.015068279;0.001297796;0.000161553;0.002589846;1;1;3.740563956;1.315893537;1.766322969;0.213269137;33.67589763
NPL;2013;Good;27;0.012760933;0.01724327;0.007756339;0.001205218;0.000932523;0.001515305;3;3;5.664761;0.1694727;0.8077364;0.00131552;0.2229914
NPL;2014;Poor;239;0.012495042;0.00977334;0.016279559;0.001017529;0.001316335;0.00067516;10;10;0.7439121;0.511599;1.345355;0.006072752;8.052861
NPL;2013;Good;506;0.015000413;0.00939049;0.021263973;0.00127006;0.00069222;0.001927136;2;2;3.37887875;1.057466704;1.626249899;0.109412194;22.19098422
NPL;2013;Poor;37;0.015148119;0.016443413;0.013701905;0.001287682;0.001407164;0.001151817;5;4;0.01483731;0.8311609;1.398785;0.04382181;9.888211
NPL;2014;Poor;97;0.014160652;0.013171481;0.01553609;0.001021492;0.001118653;0.000910164;4;4;0;3.320493;2.112551;0.3576664;6.523092
NPL;2013;Poor;146;0.014183368;0.014034794;0.014349253;0.001254221;0.001614943;0.000844036;21;15;1.939506832;1.053369156;1.622171181;0.149788732;26.12039137
NPL;2014;Good;65;0.015514072;0.019475503;0.010005716;0.001089214;0.001400549;0.000732487;5;5;43.47181;0.2550968;1.110596;0.005349926;0.5121678
NPL;2014;Poor;39;0.012025007;0.011360313;0.01294926;0.001121124;0.001159092;0.00107762;3;3;4.982944354;1.314983645;1.771987959;0.205701174;32.60043564
NPL;2014;Poor;67;0.012495042;0.00977334;0.016279559;0.001108923;0.000183299;0.002169498;1;1;0;0.6321833;1.527484;0.01982839;7.474509
WMT;2013;Poor;86;0.015332846;0.009918591;0.021377942;0.00123217;0.001275643;0.001182737;4;4;0.789685351;0.30025454;1.23831855;0.0401906;7.616028343
NPL;2014;Poor;189;0.014398575;0.004606184;0.028014859;0.001060431;0.00142967;0.000637359;9;9;0;0.01245035;0.01426989;0;0.02722877
NPL;2014;Poor;3;0.016215447;0.016888215;0.015279965;0.001148301;0.000295758;0.002125142;1;1;2.364969509;1.527185977;1.966371402;0.21553254;31.29762851
NPL;2014;Poor;2;0.01637243;0.021379011;0.009410797;0.001145535;0.000285584;0.002130862;1;1;0;0.2583975;0.137297;0.2369067;1.748138
WMT;2014;Good;5;0.014129202;0.008759189;0.021596186;0.001128791;0.000256632;0.002128105;1;1;53.04986;0.4022039;1.269888;0.02092652;1.985098
WMT;2014;Poor;2;0.016340682;0.021219745;0.009556361;0.001133888;0.00086779;0.001438781;3;2;14.29063429;5.189484053;2.769988833;0.999720509;112.3165228
WMT;2014;Poor;71;0.013548779;0.004976195;0.025468927;0.001118124;0.001153522;0.001077565;3;3;0.050261634;0.520235243;1.355758426;0.058461417;10.59153089
NPL;2014;Poor;13;0.013646513;0.014991968;0.011775663;0.001101684;0.000766411;0.001485839;2;2;0.509259382;0.331696491;1.394103047;0.035794872;6.140489899
NPL;2014;Poor;229;0.016215447;0.016888215;0.015279965;0.001026019;0.001299942;0.000712159;17;11;0;1.23150358;1.979514479;0;11.2097314
WMT;2013;Good;11;0.015531048;0.017826039;0.012968657;0.001262004;0.000690567;0.001911798;2;2;23.8;0.3498582;1.067948;0.002495224;0.5421217
WMT;2013;Poor;2;0.012373891;0.016266451;0.008027792;0.001322218;0.000850072;0.001859106;3;2;0.391055017;18.27998515;7.318987019;3.152121041;793.5023133
NPL;2014;Poor;9;0.015534323;0.016328861;0.01442952;0.001028743;0.000915277;0.001158753;3;3;0;0.8009615;1.866424;0.05965827;3.51605
NPL;2014;Poor;278;0.015451542;0.019538072;0.009769238;0.001023201;0.001265947;0.000745064;13;12;0;0.032937207;0.818775428;0;2.529629675
WMT;2013;Poor;100;0.011883812;0.015401872;0.007955847;0.001296676;0.001438295;0.001135638;4;4;0;0.014484007;0.348056149;0;1.251332298
NPL;2013;Poor;128;0.012428681;0.013161925;0.011610002;0.001243098;0.001714679;0.000706853;16;12;8.325855;0.5786877;1.087889;0.04756056;8.185804
NPL;2014;Poor;152;0.016050315;0.020305659;0.010133273;0.001059909;0.001417995;0.000649616;10;10;0.01695026;0.2026921;0.3774793;0.01474195;1.23652
NPL;2013;Poor;90;0.011935022;0.014515222;0.009054192;0.001248345;0.001604538;0.000843309;8;6;0.001917693;11.83431136;5.881147484;2.544778123;315.7052812
NPL;2013;Poor;117;0.014541155;0.002582545;0.027893116;0.001240926;0.001663692;0.000760187;7;7;0.007807011;0.908736045;0.684965836;0.45280662;3.630158125
WMT;2013;Good;151;0.013430405;0.000912429;0.027406906;0.001281388;0.001754666;0.000743211;7;7;42.62068;0.5749853;1.469889;0.02006165;1.262104
NPL;2014;Poor;6;0.016374771;0.021236204;0.009614965;0.001091574;0.001074436;0.001111211;3;3;63.91782815;1.10422826;2.068941373;0.042235675;19.62583014
NPL;2014;Good;93;0.016168774;0.021175995;0.00920625;0.001046886;0.001400302;0.000641943;9;7;79.5739;0.4268206;1.347345;0.01598051;2.512582
NPL;2014;Poor;5;0.01617921;0.020960272;0.009531161;0.001065181;0.00067182;0.001515891;2;2;1.26966565;0.811209758;1.802635786;0.145721456;15.88365486
NPL;2013;Poor;82;0.011736067;0.012381648;0.011015266;0.001207593;0.001214888;0.001199298;4;4;0.446428571;10.62946429;3.569075576;0.535714286;120.6988415
NPL;2014;Poor;33;0.016103939;0.020896614;0.009439742;0.001071874;0.001416419;0.000677097;6;6;0.4632063;0.9210797;1.47908;0.1098144;1.234202
WMT;2014;Good;50;0.012495042;0.00977334;0.016279559;0.001056694;0.001196958;0.000895981;4;4;0;0;0;0;1.251332298
WMT;2014;Good;119;0.012495042;0.00977334;0.016279559;0.001119993;0.001533394;0.000646321;6;6;43.54544;0.7347834;1.527186;0.06084862;5.020427
WMT;2014;Poor;26;0.015033911;0.014918763;0.015194024;0.00114825;0.000295225;0.002125641;1;1;0;0.090752836;0.76045136;0;5.32752791
NPL;2013;Poor;101;0.013458597;0.008684131;0.018789359;0.001217285;0.001236776;0.001195121;4;4;0.532146907;0.987699555;2.601702521;0.043618599;17.0003493
NPL;2013;Good;48;0.012882937;0.011961817;0.013911381;0.001298829;0.000792902;0.00187413;2;2;22.75748;0.3463041;1.008186;0.02680164;1.311738
WMT;2014;Good;5;0.016307015;0.021049829;0.009712148;0.001128791;0.000256632;0.002128105;1;1;59.63997;0.6775097;1.38126;0.06372748;5.371038
WMT;2013;Good;23;0.012510154;0.003380362;0.022703698;0.001350341;0.000299406;0.002545385;1;1;48.73548;0.2628189;1.433133;0;0.7726075
NPL;2014;Poor;89;0.015782774;0.019759846;0.010252669;0.001020259;0.001112533;0.000914533;4;4;0.06922703;0.2753183;0.8254017;0.01542077;0.6899435
NPL;2014;Poor;2;0.016864553;0.022197368;0.009449292;0.00083254;0.001268293;0.000562415;1;1;0.078785622;29.28782115;10.56724454;8.821291545;2259.995769
NPL;2013;Good;48;0.014406168;0.014190152;0.014647353;0.001297796;0.000161553;0.002589846;1;1;27.68121;0.4430063;1.363777;0.01177647;0.6699452
NPL;2014;Good;7;0.013240882;0.01124925;0.01591556;0.00109885;0.000153156;0.002182422;1;1;34.08464;0.2249283;1.344553;0.002077065;0.8094938
WMT;2014;Poor;49;0.013240882;0.01124925;0.01591556;0.001093352;0.000764612;0.001470022;2;2;0;0.197689584;1.338035583;0;17.99616581
NPL;2014;Good;1218;0.01458566;0.018681796;0.009084723;0.001045381;0.001399265;0.000639902;7;7;14.46028513;0.489816701;1.615285718;0;18.25020097
NPL;2013;Poor;13;0.011069233;0.006098904;0.016618678;0.001272127;0.00111308;0.001452982;3;3;2.041046742;1.739481145;2.028434498;0.188172717;40.88030907
NPL;2014;Good;18;0.011555157;0.011777983;0.011255912;0.001020148;0.000561087;0.001546138;2;2;31.29531;0.635723;1.397545;0.07709567;3.318227
NPL;2013;Poor;284;0.014004978;0.016715127;0.010979057;0.001241752;0.001660401;0.000765696;7;7;0.809837287;2.200161471;1.984074847;0.13662899;56.26805852
NPL;2014;Poor;68;0.01027237;0.004984724;0.017373455;0.001103446;0.001116618;0.001088354;3;3;0.043077659;26.80782577;6.552183846;8.416896015;693.8896539
NPL;2013;Good;32;0.015104683;0.019333279;0.010383394;0.001297796;0.000161553;0.002589846;1;1;1.981985267;0.848096419;1.632160823;0.020056889;36.79018791
NPL;2013;Good;2;0.011004078;0.012122793;0.009755018;0.001297796;0.000161553;0.002589846;1;1;69.3853;0.2212313;1.026456;0.003876914;0.6692323
WMT;2013;Good;51;0.014056639;0.020618453;0.006730278;0.001297796;0.000161553;0.002589846;1;1;42.42281;0.2888271;1.384691;0.004722982;0.9759031
WMT;2014;Good;18;0.014405475;0.018301108;0.009173804;0.001128791;0.000256632;0.002128105;1;1;0.115625604;14.33755324;4.373976956;4.227831458;402.8154007
XER;2014;Good;205;0.01027237;0.004984724;0.017373455;0.001028815;0.00126015;0.000763752;5;5;0;0.1551963;0.3675942;0.000783939;0.1836629
NPL;2013;Good;102;0.0131708;0.016862207;0.009049291;0.001303186;0.001191295;0.001430421;3;3;1.288312723;3.339455229;2.332322978;0.411458728;75.46903231
WMT;2014;Good;52;0.01027237;0.004984724;0.017373455;0.001152706;0.000311748;0.002116272;1;1;12.89715;1.063444;1.2125;0.2190454;27.31384
NPL;2014;Good;37;0.01027237;0.004984724;0.017373455;0.001129516;0.000244185;0.002143923;1;1;86.13554;0.8088317;1.605944;0.1161859;8.52742
NPL;2014;Poor;40;0.01027237;0.004984724;0.017373455;0.001020148;0.000561087;0.001546138;2;2;0.714797631;1.518558334;1.817499639;0.104987867;37.01302206
NPL;2014;Good;25;0.01194859;0.012669139;0.010980923;0.001065373;0.000676259;0.001511218;2;2;87.13716;1.265931;1.666245;0.1512102;16.09363
WMT;2014;Good;68;0.013432063;0.016404095;0.009440749;0.001152706;0.000311748;0.002116272;1;1;20.90817;2.019078;1.448312;0.4608632;59.64698
CPL;2013;Good;214;0.01248034;0.015591495;0.009006689;0.001246124;0.001654981;0.000781203;15;14;0.1262388;0.1076149;0.4025438;0.000633411;0.1198743
CPL;2013;Good;197;0.014702578;0.013211257;0.016367659;0.00126257;0.001093056;0.001455329;69;24;3.970063;0.2275833;0.6775433;0.01114347;0.6965776
SAP;2013;Good;94;0.01530655;0.022025638;0.007804592;0.001258288;0.001762866;0.000684521;9;9;42.69912;0.278281;0.874609;0.0201027;1.544878
SAP;2013;Good;68;0.013891895;0.002978881;0.026076434;0.001238985;0.001737536;0.000672071;11;11;13.93878;1.056766;1.211135;0.2144423;26.49466
SAP;2013;Good;148;0.012833673;0.010738589;0.015172865;0.001259717;0.001729202;0.000725854;22;13;79.53721;0.8715929;1.682629;0.07583779;11.12775
SAP;2013;Good;199;0.015229871;0.017615981;0.012565745;0.001259416;0.001680479;0.000780616;17;14;9.460507;0.2558884;0.6662198;0.01116291;0.8459842
CPL;2013;Good;230;0.013562464;0.017895596;0.00872446;0.001253481;0.001565744;0.000898399;17;16;0.1263192;0.08632666;0.6392394;0.000111442;0.1574753
CPL;2013;Good;270;0.015765575;-0.002039693;0.035645414;0.001228692;0.001567489;0.000843438;15;15;13.99248;1.066195;1.219554;0.2183387;27.0093
CPL;2013;Good;93;0.018693161;0.006938718;0.031817168;0.001261541;0.001617373;0.000856916;7;6;7.784441;0.2963288;0.7494749;0.007334729;0.9873944
CPL;2013;Good;90;0.013505288;0.018407764;0.008031602;0.001254105;0.00173775;0.000704141;8;8;35.03222;0.5058707;1.041061;0.02055317;1.378916
CPL;2013;Good;88;0.017425055;0.027210282;0.006499707;0.001227567;0.001692521;0.000698856;27;12;3.701466;0.237216;0.7956275;0.01703822;0.8786242
SAP;2013;Good;73;0.011254224;0.006866991;0.016152634;0.001267234;0.001346599;0.001176986;5;4;24.2109;0.1462493;0.8960038;0.000838057;0.6567923
SAP;2013;Good;2;0.017404728;0.015318039;0.019734546;0.001262766;3.35E-05;0.002660589;1;1;44.12591;0.2605769;0.8564004;0.02026516;1.504428
CPL;2013;Good;69;0.012166369;0.010557447;0.013962753;0.001251799;0.001667782;0.000778776;14;14;36.67138;1.079171;1.28537;0.1277205;10.22643
SAP;2013;Good;116;0.015744402;0.020831105;0.010065025;0.001242865;0.000721236;0.002698898;12;12;91.88024;0.5674978;1.397229;0.007165483;3.901292
CPL;2013;Good;36;0.013580909;0.012462385;0.014829756;0.001285556;0.001815557;0.000682878;12;8;64.41306;0.6966057;1.437859;0.06885435;4.684169
SAP;2013;Good;261;0.015211035;0.010374818;0.020610742;0.001229923;0.001624122;0.00078167;7;7;19.65776;0.3469574;0.8407427;0.03148328;2.832944
SAP;2013;Good;34;0.014334491;0.015381032;0.013166012;0.001327843;0.001793827;0.000797961;6;6;4.439663;0.3362068;1.091352;0.03451669;3.023396
SAP;2013;Good;142;0.018174893;0.017883513;0.018500222;0.001245563;0.001756261;0.000664835;12;10;5.007399;0.5071858;0.8157431;0.06714482;3.029925
CPL;2014;Poor;406;0.012439967;0.013973187;0.010380917;0.001052496;0.000953401;0.001166039;32;20;1.288384505;3.337786013;2.332125814;0.411363106;75.42346746
CPL;2013;Good;34;0.011971189;0.00992451;0.014256335;0.00122564;0.00169674;0.000689942;11;9;13.98732;1.057533;1.212712;0.2144509;26.46189
SAP;2013;Good;264;0.017343561;0.002558323;0.033851494;0.001207229;0.001520275;0.000851257;17;15;13.63686;1.052449;1.207813;0.2142559;26.52795
CPL;2013;Good;90;0.012824976;0.012875631;0.012768418;0.001231742;0.001664938;0.000739143;13;13;14.70127;0.4008621;0.7232058;0.0354685;1.617617
SAP;2013;Good;67;0.015405819;0.023452903;0.006421134;0.001206591;0.00162934;0.000725873;14;12;14.46411;0.305668;0.7805095;0.01176047;0.8272566
SAP;2013;Good;49;0.011172875;0.006524775;0.017245819;0.001236881;0.001725371;0.000681407;9;9;28.81294;0.9305165;1.186631;0.1227913;3.705703
SAP;2013;Good;434;0.008636473;0.009920499;0.006958838;0.001209137;0.001511563;0.00086524;15;15;74.58586;0.9578568;1.815615;0.09891775;3.209232
SAP;2013;Good;49;0.00978209;0.012591179;0.006111892;0.001271616;0.001816208;0.000652347;10;10;14.45248;0.3722623;0.7113551;0.02647502;1.228683
SAP;2013;Good;34;0.009617979;0.012346584;0.006052939;0.001228375;0.001264992;0.001186737;4;4;11.51579;0.2470808;1.163536;0;0.4110876
CPL;2013;Good;83;0.010819163;0.008151441;0.014304659;0.001290318;0.001859067;0.000643579;11;10;90.15534;0.6327318;1.558072;0.05701344;4.895767
SAP;2013;Good;24;0.009857691;0.012938676;0.005832251;0.001292725;0.001782437;0.00073586;9;7;1.133930122;2.779482505;2.265314337;0.307397475;71.44746712
SAP;2013;Good;191;0.009771463;0.011169323;0.007945099;0.001271384;0.001736805;0.000742142;7;7;63.22719;2.617212;1.456034;0.7745267;7.58231
NPL;2013;Good;1;0.009566099;0.011405104;0.00716336;0.0013112;0.000203812;0.002570439;1;1;62.84461;0.5956584;1.43631;0.04785895;1.632219
NPL;2013;Good;282;0.009283756;0.009259786;0.009315073;0.001216001;0.001600456;0.000778827;7;7;30.50676;0.4612503;1.159996;0.02484597;1.319806
NPL;2013;Good;1;0.008944253;0.010679372;0.006677244;0.00126131;2.12E-05;0.002671412;1;1;86.20981;0.5374161;1.278227;0;6.077758
NPL;2014;Good;19;0.014065905;0.01868398;0.007864025;0.001052264;0.00064668;0.001516979;2;2;90.11756;0.6305343;1.556301;0.05671587;4.882287
NPL;2014;Good;57;0.011913149;0.012784979;0.010742317;0.001010462;0.00108391;0.000926306;4;4;42.63158;0.09628971;0.6793758;0.002370792;0.9756363
NPL;2014;Poor;41;0.012714102;0.014409632;0.010437076;0.001030712;0.000588255;0.001537677;2;2;0.111680734;13.9719241;4.319893482;4.164628919;390.3089127
NPL;2014;Poor;29;0.012791383;0.015687506;0.008902013;0.001052264;0.00064668;0.001516979;2;2;0;0.433121;2.375533;0;8.170374
NPL;2014;Poor;12;0.014554252;0.014186122;0.015048634;0.001075713;0.001243558;0.000883397;4;4;0.657461055;2.261781679;2.030558707;0.268304248;41.93822049
NPL;2014;Poor;11;0.01395143;0.017230183;0.009548203;0.001054167;8.95E-06;0.002251766;1;1;0.109648264;17.07405174;4.739262724;4.295862344;426.7204356
NPL;2014;Good;3;0.012455232;0.014508037;0.009698402;0.001129173;0.000249286;0.002137343;1;1;65.02426;0.2794328;1.106507;0.01877124;1.769422
NPL;2014;Good;88;0.012171066;0.014363619;0.00922656;0.001070443;0.000689278;0.001507179;2;2;0.1397514;0.08367664;0.2530186;0.000202538;0.1164434
NPL;2014;Good;1;0.011170479;0.009455097;0.013474165;0.001054167;8.95E-06;0.002251766;1;1;0;0.453784;1.706694;0.008184646;19.361
NPL;2014;Good;107;0.012538738;0.015112978;0.009081642;0.001108923;0.000183299;0.002169498;1;1;0;0.4330001;0.7588148;0.003621614;13.07007
TPL;2014;Good;19;0.012159895;0.014755362;0.008674293;0.001096951;0.001085616;0.00110994;3;3;0.4037297;0.8728238;1.221409;0.08269315;9.301741
NPL;2014;Good;29;0.013696142;0.018146115;0.007720017;0.001073442;0.001223942;0.000901;4;4;0.4444901;1.299565;1.440102;0.1583714;17.4551
TPL;2014;Good;42;0.012402948;0.010445249;0.015032054;0.00113052;0.001172245;0.001082712;3;3;0.5226494;0.9842255;1.264985;0.09691416;10.55883
NPL;2013;Good;3;0.012866311;-0.000807218;0.030731372;0.001320887;0.001220823;0.001434672;5;3;0.1636529;1.850054;1.675731;0.2389743;33.4312
