SITE_ID;Year;Site;Organism;Richness
MORF_0009;2013;Usstreams;Insect;21
MORF_0010;2013;Usstreams;Insect;36
MORF_0011;2013;Usstreams;Insect;29
MORF_0012;2013;Usstreams;Insect;42
MORO_1044;2013;Usstreams;Insect;44
MORO_1045;2013;Usstreams;Insect;29
MORO_1055;2013;Usstreams;Insect;28
MOS9_0930;2013;Usstreams;Insect;25
MOS9_0932;2013;Usstreams;Insect;16
MOS9_0937;2013;Usstreams;Insect;26
MOS9_0939;2013;Usstreams;Insect;31
MOSS_1159;2013;Usstreams;Insect;21
MTLS_1130;2013;Usstreams;Insect;36
MTLS_1131;2013;Usstreams;Insect;26
MTLS_1133;2013;Usstreams;Insect;39
MTLS_1140;2013;Usstreams;Insect;37
MTR9_0901;2013;Usstreams;Insect;34
MTR9_0905;2013;Usstreams;Insect;27
MTR9_0908;2013;Usstreams;Insect;15
MTR9_0909;2013;Usstreams;Insect;31
MTR9_0912;2013;Usstreams;Insect;16
MTR9_0913;2013;Usstreams;Insect;19
MTR9_0916;2013;Usstreams;Insect;7
MTR9_0920;2013;Usstreams;Insect;44
MTRM_1003;2013;Usstreams;Insect;37
MTRM_1004;2013;Usstreams;Insect;35
MTRM_1007;2013;Usstreams;Insect;34
MTRM_1008;2013;Usstreams;Insect;26
MTRM_1009;2013;Usstreams;Insect;6
MTRO_1061;2013;Usstreams;Insect;20
MTRO_1062;2013;Usstreams;Insect;42
MTRO_1064;2013;Usstreams;Insect;36
MTRO_1070;2013;Usstreams;Insect;27
MTS9_0923;2013;Usstreams;Insect;34
MTS9_0924;2013;Usstreams;Insect;37
MTS9_0928;2013;Usstreams;Insect;35
MTS9_0931;2013;Usstreams;Insect;46
MTS9_0932;2013;Usstreams;Insect;39
MTS9_0934;2013;Usstreams;Insect;28
MTS9_0937;2013;Usstreams;Insect;38
MTS9_0941;2013;Usstreams;Insect;30
MTS9_0944;2013;Usstreams;Insect;29
MTS9_0946;2013;Usstreams;Insect;57
MTSS_1260;2013;Usstreams;Insect;28
MTSS_1262;2013;Usstreams;Insect;39
MTSS_1265;2013;Usstreams;Insect;30
MTSS_1292;2013;Usstreams;Insect;41
NCLS_1037;2013;Usstreams;Insect;17
NCLS_1038;2013;Usstreams;Insect;30
NCLS_1039;2013;Usstreams;Insect;53
NCLS_1040;2013;Usstreams;Insect;27
NCR9_0901;2013;Usstreams;Insect;2
NCR9_0903;2013;Usstreams;Insect;28
NCR9_0905;2013;Usstreams;Insect;26
NCR9_0907;2013;Usstreams;Insect;19
NCR9_0908;2013;Usstreams;Insect;18
NCR9_0909;2013;Usstreams;Insect;23
NCR9_0915;2013;Usstreams;Insect;26
NCRF_0001;2013;Usstreams;Insect;32
NCRF_0002;2013;Usstreams;Insect;40
NCRF_0003;2013;Usstreams;Insect;49
NCRF_0004;2013;Usstreams;Insect;25
NCRF_0005;2013;Usstreams;Insect;28
NCRM_1002;2013;Usstreams;Insect;12
NCRM_1003;2013;Usstreams;Insect;16
NCRO_1014;2013;Usstreams;Insect;29
NCRO_1016;2013;Usstreams;Insect;18
NCS9_0917;2013;Usstreams;Insect;33
NCS9_0918;2013;Usstreams;Insect;17
NCS9_0919;2013;Usstreams;Insect;35
NCS9_0920;2013;Usstreams;Insect;1
NCS9_0921;2013;Usstreams;Insect;45
NCS9_0923;2013;Usstreams;Insect;31
NCS9_0926;2013;Usstreams;Insect;53
NCSS_1081;2013;Usstreams;Insect;18
NCSS_1083;2013;Usstreams;Insect;28
NCSS_1086;2013;Usstreams;Insect;53
NCSS_1088;2013;Usstreams;Insect;49
NDLS_1055;2013;Usstreams;Insect;24
NDLS_1057;2013;Usstreams;Insect;20
NDLS_1059;2013;Usstreams;Insect;22
NDR9_0905;2013;Usstreams;Insect;27
NDR9_0907;2013;Usstreams;Insect;32
NDR9_0910;2013;Usstreams;Insect;24
NDRM_1001;2013;Usstreams;Insect;19
NDRO_1020;2013;Usstreams;Insect;34
NDRO_1022;2013;Usstreams;Insect;20
NDRO_1024;2013;Usstreams;Insect;28
NDS9_0938;2013;Usstreams;Insect;18
NDS9_0940;2013;Usstreams;Insect;26
NDS9_0941;2013;Usstreams;Insect;12
NDS9_0943;2013;Usstreams;Insect;27
NDSS_1103;2013;Usstreams;Insect;22
NDSS_1105;2013;Usstreams;Insect;15
NDSS_1106;2013;Usstreams;Insect;27
NDSS_1108;2013;Usstreams;Insect;25
NDSS_1111;2013;Usstreams;Insect;19
NELS_1073;2013;Usstreams;Insect;8
NELS_1074;2013;Usstreams;Insect;12
NER9_0902;2013;Usstreams;Insect;24
NER9_0904;2013;Usstreams;Insect;3
NER9_0905;2013;Usstreams;Insect;33
NERF_0005;2013;Usstreams;Insect;12
NERM_1003;2013;Usstreams;Insect;20
NERO_1039;2013;Usstreams;Insect;23
NES9_0921;2013;Usstreams;Insect;45
NES9_0923;2013;Usstreams;Insect;13
NES9_0925;2013;Usstreams;Insect;17
NES9_0926;2013;Usstreams;Insect;15
NES9_0927;2013;Usstreams;Insect;35
NES9_0928;2013;Usstreams;Insect;16
NES9_0930;2013;Usstreams;Insect;5
NES9_0932;2013;Usstreams;Insect;40
NES9_0934;2013;Usstreams;Insect;12
NHLS_1044;2013;Usstreams;Insect;66
NHLS_1045;2013;Usstreams;Insect;44
NHR9_0902;2013;Usstreams;Insect;11
NHR9_0903;2013;Usstreams;Insect;16
NHR9_0904;2013;Usstreams;Insect;19
NHRF_0003;2013;Usstreams;Insect;42
NHRO_1031;2013;Usstreams;Insect;40
NHRO_1033;2013;Usstreams;Insect;24
NHS9_0912;2013;Usstreams;Insect;36
NHSS_1067;2013;Usstreams;Insect;40
NHSS_1068;2013;Usstreams;Insect;45
NHSS_1070;2013;Usstreams;Insect;25
NJLS_1041;2013;Usstreams;Insect;10
NJLS_1042;2013;Usstreams;Insect;16
NJLS_1043;2013;Usstreams;Insect;28
NJR9_0901;2013;Usstreams;Insect;36
NJR9_0902;2013;Usstreams;Insect;13
NJRM_1001;2013;Usstreams;Insect;3
NJRO_1019;2013;Usstreams;Insect;4
NJRO_1020;2013;Usstreams;Insect;8
NJS9_0908;2013;Usstreams;Insect;28
NJS9_0909;2013;Usstreams;Insect;21
NJSS_1077;2013;Usstreams;Insect;47
NJSS_1078;2013;Usstreams;Insect;46
NJSS_1081;2013;Usstreams;Insect;46
NJSS_1082;2013;Usstreams;Insect;28
NJSS_1085;2013;Usstreams;Insect;55
NJSS_1087;2013;Usstreams;Insect;28
NVLS_1046;2013;Usstreams;Insect;30
NVLS_1048;2013;Usstreams;Insect;27
NVLS_1067;2013;Usstreams;Insect;27
NVR9_0905;2013;Usstreams;Insect;22
NVR9_0910;2013;Usstreams;Insect;32
NVR9_0920;2013;Usstreams;Insect;39
NVRM_1001;2013;Usstreams;Insect;16
NVRM_1006;2013;Usstreams;Insect;27
NVRM_1007;2013;Usstreams;Insect;33
NVRO_1020;2013;Usstreams;Insect;25
NVRO_1024;2013;Usstreams;Insect;21
NVRO_1027;2013;Usstreams;Insect;42
NVS9_0921;2013;Usstreams;Insect;25
NVS9_0926;2013;Usstreams;Insect;38
NVSS_1104;2013;Usstreams;Insect;31
NYLS_1115;2013;Usstreams;Insect;6
NYLS_1117;2013;Usstreams;Insect;37
NYLS_1118;2013;Usstreams;Insect;42
NYLS_1119;2013;Usstreams;Insect;53
NYLS_1120;2013;Usstreams;Insect;34
NYLS_1121;2013;Usstreams;Insect;50
NYLS_1122;2013;Usstreams;Insect;52
NYLS_1123;2013;Usstreams;Insect;32
NYLS_1124;2013;Usstreams;Insect;39
NYLS_1125;2013;Usstreams;Insect;53
NYR9_0901;2013;Usstreams;Insect;20
NYR9_0902;2013;Usstreams;Insect;45
NYR9_0903;2013;Usstreams;Insect;15
NYR9_0904;2013;Usstreams;Insect;1
NYR9_0906;2013;Usstreams;Insect;33
NYR9_0908;2013;Usstreams;Insect;38
NYR9_0909;2013;Usstreams;Insect;43
NYR9_0910;2013;Usstreams;Insect;17
NYR9_0911;2013;Usstreams;Insect;23
NYR9_0912;2013;Usstreams;Insect;7
NYR9_0913;2013;Usstreams;Insect;17
NYR9_0915;2013;Usstreams;Insect;8
NYRM_1001;2013;Usstreams;Insect;24
NYRM_1003;2013;Usstreams;Insect;28
NYRM_1005;2013;Usstreams;Insect;33
NYRM_1007;2013;Usstreams;Insect;25
NYRO_1049;2013;Usstreams;Insect;42
NYRO_1050;2013;Usstreams;Insect;43
NYRO_1051;2013;Usstreams;Insect;20
NYRO_1052;2013;Usstreams;Insect;29
NYRO_1053;2013;Usstreams;Insect;13
NYRO_1054;2013;Usstreams;Insect;20
NYRO_1055;2013;Usstreams;Insect;10
NYRO_1056;2013;Usstreams;Insect;36
NYRO_1057;2013;Usstreams;Insect;36
NYRO_1058;2013;Usstreams;Insect;30
NYS9_0923;2013;Usstreams;Insect;19
NYS9_0924;2013;Usstreams;Insect;24
NYS9_0925;2013;Usstreams;Insect;46
NYS9_0926;2013;Usstreams;Insect;46
NYS9_0927;2013;Usstreams;Insect;38
NYS9_0929;2013;Usstreams;Insect;16
NYS9_0930;2013;Usstreams;Insect;13
NYS9_0931;2013;Usstreams;Insect;35
NYS9_0932;2013;Usstreams;Insect;11
NYS9_0933;2013;Usstreams;Insect;33
NYS9_0934;2013;Usstreams;Insect;29
NYS9_0935;2013;Usstreams;Insect;41
NYS9_0936;2013;Usstreams;Insect;65
NYS9_0937;2013;Usstreams;Insect;42
NYSS_1236;2013;Usstreams;Insect;37
NYSS_1237;2013;Usstreams;Insect;33
NYSS_1238;2013;Usstreams;Insect;26
NYSS_1241;2013;Usstreams;Insect;47
NYSS_1242;2013;Usstreams;Insect;52
NYSS_1245;2013;Usstreams;Insect;35
NYSS_1249;2013;Usstreams;Insect;29
NYSS_1251;2013;Usstreams;Insect;28
NYSS_1252;2013;Usstreams;Insect;29
NYSS_1253;2013;Usstreams;Insect;42
NYSS_1255;2013;Usstreams;Insect;32
OHLS_1068;2013;Usstreams;Insect;21
OHLS_1069;2013;Usstreams;Insect;34
OHLS_1070;2013;Usstreams;Insect;23
OHLS_1071;2013;Usstreams;Insect;9
OHLS_1073;2013;Usstreams;Insect;10
OHLS_1074;2013;Usstreams;Insect;31
OHR9_0902;2013;Usstreams;Insect;19
OHR9_0903;2013;Usstreams;Insect;27
OHR9_0904;2013;Usstreams;Insect;32
OHR9_0905;2013;Usstreams;Insect;5
OHR9_0907;2013;Usstreams;Insect;6
OHR9_0908;2013;Usstreams;Insect;23
OHRF_0001;2013;Usstreams;Insect;29
OHRF_0002;2013;Usstreams;Insect;16
OHRF_0003;2013;Usstreams;Insect;34
OHRM_1001;2013;Usstreams;Insect;18
OHRM_1002;2013;Usstreams;Insect;14
OHRM_1004;2013;Usstreams;Insect;26
OHRM_1005;2013;Usstreams;Insect;3
OHRO_1031;2013;Usstreams;Insect;22
OHRO_1032;2013;Usstreams;Insect;9
OHRO_1033;2013;Usstreams;Insect;14
OHRO_1035;2013;Usstreams;Insect;24
OHRO_1036;2013;Usstreams;Insect;18
OHS9_0914;2013;Usstreams;Insect;27
OHS9_0915;2013;Usstreams;Insect;32
OHS9_0916;2013;Usstreams;Insect;35
OHS9_0918;2013;Usstreams;Insect;33
OHS9_0919;2013;Usstreams;Insect;19
OHS9_0920;2013;Usstreams;Insect;13
OHS9_0921;2013;Usstreams;Insect;27
OHS9_0922;2013;Usstreams;Insect;34
OHS9_0923;2013;Usstreams;Insect;14
OHSS_1122;2013;Usstreams;Insect;13
OHSS_1123;2013;Usstreams;Insect;21
OHSS_1124;2013;Usstreams;Insect;12
OHSS_1125;2013;Usstreams;Insect;24
OHSS_1127;2013;Usstreams;Insect;36
OKLS_1176;2013;Usstreams;Insect;41
OKLS_1181;2013;Usstreams;Insect;23
OKLS_1182;2013;Usstreams;Insect;15
OKR9_0901;2013;Usstreams;Insect;8
OKR9_0902;2013;Usstreams;Insect;17
OKR9_0905;2013;Usstreams;Insect;23
OKR9_0906;2013;Usstreams;Insect;3
OKR9_0907;2013;Usstreams;Insect;34
OKR9_0908;2013;Usstreams;Insect;15
OKR9_0909;2013;Usstreams;Insect;15
OKR9_0911;2013;Usstreams;Insect;24
OKR9_0912;2013;Usstreams;Insect;12
OKR9_0913;2013;Usstreams;Insect;12
OKRF_0001;2013;Usstreams;Insect;14
OKRM_1001;2013;Usstreams;Insect;15
OKRM_1002;2013;Usstreams;Insect;13
OKRM_1004;2013;Usstreams;Insect;19
OKRM_1006;2013;Usstreams;Insect;14
OKRM_1008;2013;Usstreams;Insect;8
OKRO_1086;2013;Usstreams;Insect;23
OKRO_1087;2013;Usstreams;Insect;19
OKRO_1088;2013;Usstreams;Insect;11
OKRO_1089;2013;Usstreams;Insect;4
OKS9_0931;2013;Usstreams;Insect;19
OKS9_0932;2013;Usstreams;Insect;20
OKS9_0933;2013;Usstreams;Insect;2
OKS9_0934;2013;Usstreams;Insect;20
OKS9_0935;2013;Usstreams;Insect;30
OKS9_0936;2013;Usstreams;Insect;15
OKS9_0937;2013;Usstreams;Insect;30
OKS9_0938;2013;Usstreams;Insect;21
OKS9_0939;2013;Usstreams;Insect;25
OKSS_1405;2013;Usstreams;Insect;36
ORLS_1093;2013;Usstreams;Insect;52
ORLS_1095;2013;Usstreams;Insect;47
ORLS_1096;2013;Usstreams;Insect;36
ORLS_1097;2013;Usstreams;Insect;51
ORLS_1104;2013;Usstreams;Insect;54
ORR9_0902;2013;Usstreams;Insect;33
ORR9_0903;2013;Usstreams;Insect;42
ORR9_0904;2013;Usstreams;Insect;25
ORR9_0908;2013;Usstreams;Insect;40
ORR9_0910;2013;Usstreams;Insect;32
ORR9_0911;2013;Usstreams;Insect;26
ORR9_0912;2013;Usstreams;Insect;15
ORR9_0914;2013;Usstreams;Insect;31
ORRF_0101;2013;Usstreams;Insect;29
ORRF_0102;2013;Usstreams;Insect;34
ORRF_0104;2013;Usstreams;Insect;33
ORRF_0105;2013;Usstreams;Insect;37
ORRF_0106;2013;Usstreams;Insect;36
ORRM_1001;2013;Usstreams;Insect;48
ORRM_1008;2013;Usstreams;Insect;22
ORRO_1058;2013;Usstreams;Insect;28
ORRO_1060;2013;Usstreams;Insect;4
ORS9_0932;2013;Usstreams;Insect;39
ORS9_0933;2013;Usstreams;Insect;45
ORS9_0934;2013;Usstreams;Insect;50
ORS9_0937;2013;Usstreams;Insect;36
ORS9_0939;2013;Usstreams;Insect;36
ORS9_0941;2013;Usstreams;Insect;45
ORSS_1168;2013;Usstreams;Insect;55
ORSS_1173;2013;Usstreams;Insect;49
PALS_1086;2013;Usstreams;Insect;42
PALS_1087;2013;Usstreams;Insect;47
PALS_1090;2013;Usstreams;Insect;49
PALS_1091;2013;Usstreams;Insect;55
PAR9_0902;2013;Usstreams;Insect;38
PAR9_0903;2013;Usstreams;Insect;29
PAR9_0905;2013;Usstreams;Insect;35
PAR9_0906;2013;Usstreams;Insect;36
PAR9_0908;2013;Usstreams;Insect;43
PAR9_0910;2013;Usstreams;Insect;23
PAR9_0911;2013;Usstreams;Insect;27
PARF_0002;2013;Usstreams;Insect;36
PARF_0004;2013;Usstreams;Insect;47
PARM_1001;2013;Usstreams;Insect;16
PARM_1002;2013;Usstreams;Insect;38
PARM_1004;2013;Usstreams;Insect;35
PARM_1005;2013;Usstreams;Insect;29
PARM_1006;2013;Usstreams;Insect;46
PARM_1007;2013;Usstreams;Insect;39
PARM_1008;2013;Usstreams;Insect;45
PARO_1050;2013;Usstreams;Insect;42
PARO_1052;2013;Usstreams;Insect;7
PARO_1053;2013;Usstreams;Insect;41
PAS9_0917;2013;Usstreams;Insect;21
PAS9_0918;2013;Usstreams;Insect;57
PAS9_0919;2013;Usstreams;Insect;59
PAS9_0922;2013;Usstreams;Insect;41
PAS9_0923;2013;Usstreams;Insect;32
PASS_1163;2013;Usstreams;Insect;42
RILS_1022;2013;Usstreams;Insect;37
RILS_1026;2013;Usstreams;Insect;16
RISS_1080;2013;Usstreams;Insect;33
RISS_1081;2013;Usstreams;Insect;59
RISS_1082;2013;Usstreams;Insect;49
RISS_1083;2013;Usstreams;Insect;46
RISS_1084;2013;Usstreams;Insect;34
SDLS_1113;2013;Usstreams;Insect;23
SDLS_1114;2013;Usstreams;Insect;33
SDR9_0901;2013;Usstreams;Insect;19
SDR9_0902;2013;Usstreams;Insect;29
SDR9_0904;2013;Usstreams;Insect;25
SDR9_0907;2013;Usstreams;Insect;10
SDR9_0909;2013;Usstreams;Insect;16
SDR9_0911;2013;Usstreams;Insect;16
SDRM_1001;2013;Usstreams;Insect;21
SDRM_1007;2013;Usstreams;Insect;22
SDRM_1011;2013;Usstreams;Insect;26
SDRO_1067;2013;Usstreams;Insect;27
SDRO_1072;2013;Usstreams;Insect;16
SDS9_0937;2013;Usstreams;Insect;19
SDS9_0938;2013;Usstreams;Insect;38
SDS9_0939;2013;Usstreams;Insect;12
SDS9_0941;2013;Usstreams;Insect;7
SDS9_0942;2013;Usstreams;Insect;33
SDSS_1186;2013;Usstreams;Insect;13
SDSS_1188;2013;Usstreams;Insect;24
SDSS_1190;2013;Usstreams;Insect;14
SDSS_1191;2013;Usstreams;Insect;20
SDSS_1194;2013;Usstreams;Insect;13
TXLS_1118;2013;Usstreams;Insect;16
TXLS_1119;2013;Usstreams;Insect;27
TXLS_1123;2013;Usstreams;Insect;40
TXR9_0903;2013;Usstreams;Insect;34
TXR9_0907;2013;Usstreams;Insect;18
TXR9_0909;2013;Usstreams;Insect;14
TXR9_0910;2013;Usstreams;Insect;27
TXR9_0914;2013;Usstreams;Insect;36
TXR9_0915;2013;Usstreams;Insect;13
TXR9_0916;2013;Usstreams;Insect;17
TXR9_0917;2013;Usstreams;Insect;18
TXR9_0918;2013;Usstreams;Insect;25
TXRF_0004;2013;Usstreams;Insect;39
TXRF_0005;2013;Usstreams;Insect;41
TXRF_0009;2013;Usstreams;Insect;26
TXRM_1002;2013;Usstreams;Insect;22
TXRM_1004;2013;Usstreams;Insect;40
TXRM_1006;2013;Usstreams;Insect;13
TXRM_1010;2013;Usstreams;Insect;23
TXRM_1011;2013;Usstreams;Insect;19
TXRO_1074;2013;Usstreams;Insect;29
TXRO_1080;2013;Usstreams;Insect;33
TXRO_1081;2013;Usstreams;Insect;32
TXS9_0926;2013;Usstreams;Insect;12
TXS9_0928;2013;Usstreams;Insect;21
TXS9_0929;2013;Usstreams;Insect;19
TXS9_0931;2013;Usstreams;Insect;22
TXS9_0933;2013;Usstreams;Insect;35
TXS9_0934;2013;Usstreams;Insect;18
TXS9_0936;2013;Usstreams;Insect;11
TXS9_0937;2013;Usstreams;Insect;18
TXS9_0940;2013;Usstreams;Insect;5
TXSS_1210;2013;Usstreams;Insect;26
TXSS_1216;2013;Usstreams;Insect;9
UTLS_1058;2013;Usstreams;Insect;17
UTR9_0901;2013;Usstreams;Insect;27
UTR9_0903;2013;Usstreams;Insect;13
UTR9_0904;2013;Usstreams;Insect;18
UTR9_0905;2013;Usstreams;Insect;18
UTRF_0003;2013;Usstreams;Insect;24
UTRF_0004;2013;Usstreams;Insect;21
UTRM_1001;2013;Usstreams;Insect;10
UTRM_1002;2013;Usstreams;Insect;10
UTRM_1009;2013;Usstreams;Insect;15
UTRO_1035;2013;Usstreams;Insect;19
UTS9_0927;2013;Usstreams;Insect;8
UTS9_0930;2013;Usstreams;Insect;13
UTSS_1107;2013;Usstreams;Insect;35
VAR9_0902;2013;Usstreams;Insect;47
VAR9_0903;2013;Usstreams;Insect;42
VAR9_0904;2013;Usstreams;Insect;29
VAR9_0905;2013;Usstreams;Insect;52
VAR9_0906;2013;Usstreams;Insect;44
VAR9_0911;2013;Usstreams;Insect;41
VARF_0004;2013;Usstreams;Insect;56
VARF_0005;2013;Usstreams;Insect;28
VARS11_111;2013;Usstreams;Insect;24
VARS11_112;2013;Usstreams;Insect;32
VARS11_113;2013;Usstreams;Insect;45
VARS11_129;2013;Usstreams;Insect;38
VARS11_131;2013;Usstreams;Insect;42
VARS11_139;2013;Usstreams;Insect;48
VTR9_0901;2013;Usstreams;Insect;28
VTRF_0001;2013;Usstreams;Insect;24
VTRF_0002;2013;Usstreams;Insect;52
VTRF_0003;2013;Usstreams;Insect;41
VTRS_1002;2013;Usstreams;Insect;47
VTRS_1003;2013;Usstreams;Insect;48
VTRS_1004;2013;Usstreams;Insect;42
VTRS_1007;2013;Usstreams;Insect;43
VTRS_1008;2013;Usstreams;Insect;37
VTRS_1010;2013;Usstreams;Insect;41
VTRS_1012;2013;Usstreams;Insect;38
VTS9_0909;2013;Usstreams;Insect;46
VTS9_0910;2013;Usstreams;Insect;49
VTS9_0911;2013;Usstreams;Insect;47
VTS9_0917;2013;Usstreams;Insect;42
WALS_1069;2013;Usstreams;Insect;40
WALS_1070;2013;Usstreams;Insect;25
WALS_1072;2013;Usstreams;Insect;44
WAR9_0901;2013;Usstreams;Insect;25
WAR9_0908;2013;Usstreams;Insect;29
WARF_0101;2013;Usstreams;Insect;33
WARF_0102;2013;Usstreams;Insect;37
WARF_0103;2013;Usstreams;Insect;11
WARF_0104;2013;Usstreams;Insect;27
WARF_0105;2013;Usstreams;Insect;14
WARF_0106;2013;Usstreams;Insect;33
WARM_1001;2013;Usstreams;Insect;44
WARO_1040;2013;Usstreams;Insect;31
WARO_1041;2013;Usstreams;Insect;17
WARO_1044;2013;Usstreams;Insect;24
WAS9_0915;2013;Usstreams;Insect;17
WAS9_0918;2013;Usstreams;Insect;31
WAS9_0919;2013;Usstreams;Insect;23
WAS9_0920;2013;Usstreams;Insect;17
WAS9_0921;2013;Usstreams;Insect;30
WAS9_0923;2013;Usstreams;Insect;41
WAS9_0925;2013;Usstreams;Insect;30
WASS_1133;2013;Usstreams;Insect;29
WASS_1140;2013;Usstreams;Insect;1
WILS_1087;2013;Usstreams;Insect;28
WILS_1088;2013;Usstreams;Insect;40
WILS_1089;2013;Usstreams;Insect;20
WILS_1090;2013;Usstreams;Insect;41
WILS_1092;2013;Usstreams;Insect;32
WILS_1093;2013;Usstreams;Insect;36
WIRF_0002;2013;Usstreams;Insect;50
WIRF_0003;2013;Usstreams;Insect;20
WIRF_0006;2013;Usstreams;Insect;18
WIRF_0008;2013;Usstreams;Insect;52
WIRF_0011;2013;Usstreams;Insect;20
WIRF_0012;2013;Usstreams;Insect;31
WIRF_0013;2013;Usstreams;Insect;42
WIS9_0923;2013;Usstreams;Insect;16
WIS9_0924;2013;Usstreams;Insect;13
WIS9_0925;2013;Usstreams;Insect;23
WIS9_0926;2013;Usstreams;Insect;44
WIS9_0927;2013;Usstreams;Insect;32
WIS9_0928;2013;Usstreams;Insect;62
WIS9_0929;2013;Usstreams;Insect;38
WIS9_0930;2013;Usstreams;Insect;28
WIS9_0931;2013;Usstreams;Insect;13
WIS9_0932;2013;Usstreams;Insect;35
WIS9_0933;2013;Usstreams;Insect;27
WIS9_0934;2013;Usstreams;Insect;33
WIS9_0935;2013;Usstreams;Insect;44
WIS9_0936;2013;Usstreams;Insect;33
WISS_1162;2013;Usstreams;Insect;24
WISS_1164;2013;Usstreams;Insect;11
WISS_1165;2013;Usstreams;Insect;18
WISS_1166;2013;Usstreams;Insect;7
WISS_1168;2013;Usstreams;Insect;28
WVRF_0001;2013;Usstreams;Insect;52
WYLS_1087;2013;Usstreams;Insect;34
WYLS_1088;2013;Usstreams;Insect;45
WYLS_1091;2013;Usstreams;Insect;34
WYLS_1094;2013;Usstreams;Insect;37
WYR9_0904;2013;Usstreams;Insect;12
WYR9_0907;2013;Usstreams;Insect;13
WYR9_0913;2013;Usstreams;Insect;12
WYRF_0001;2013;Usstreams;Insect;31
WYRF_0002;2013;Usstreams;Insect;22
WYRF_0004;2013;Usstreams;Insect;43
WYRF_0006;2013;Usstreams;Insect;27
WYRF_0007;2013;Usstreams;Insect;31
WYRO_1032;2013;Usstreams;Insect;24
WYRO_1036;2013;Usstreams;Insect;10
WYRO_1038;2013;Usstreams;Insect;22
WYS9_0924;2013;Usstreams;Insect;23
WYS9_0927;2013;Usstreams;Insect;34
WYS9_0928;2013;Usstreams;Insect;38
WYS9_0930;2013;Usstreams;Insect;25
WYS9_0931;2013;Usstreams;Insect;24
WYS9_0932;2013;Usstreams;Insect;39
WYS9_0934;2013;Usstreams;Insect;23
WYS9_0935;2013;Usstreams;Insect;17
WYSS_1197;2013;Usstreams;Insect;13
WYSS_1201;2013;Usstreams;Insect;35
ALLS_1037;2014;Usstreams;Insect;39
ALLS_1039;2014;Usstreams;Insect;31
ALLS_1041;2014;Usstreams;Insect;19
ALLS_1042;2014;Usstreams;Insect;57
ALR9_0902;2014;Usstreams;Insect;15
ALR9_0903;2014;Usstreams;Insect;42
ALR9_0905;2014;Usstreams;Insect;44
ALR9_0906;2014;Usstreams;Insect;27
ALRO_1020;2014;Usstreams;Insect;15
ALRO_1023;2014;Usstreams;Insect;35
ALS9_0917;2014;Usstreams;Insect;34
AZLS_1048;2014;Usstreams;Insect;10
AZLS_1054;2014;Usstreams;Insect;32
AZLS_1063;2014;Usstreams;Insect;17
AZLS_1072;2014;Usstreams;Insect;27
AZLS_1083;2014;Usstreams;Insect;24
AZR9_0904;2014;Usstreams;Insect;38
AZR9_0913;2014;Usstreams;Insect;8
AZRM_1001;2014;Usstreams;Insect;15
AZRO_1028;2014;Usstreams;Insect;12
AZRO_1031;2014;Usstreams;Insect;36
AZSS_1111;2014;Usstreams;Insect;33
AZSS_1116;2014;Usstreams;Insect;33
AZSS_1121;2014;Usstreams;Insect;20
AZSS_1125;2014;Usstreams;Insect;15
CALS_1087;2014;Usstreams;Insect;19
CALS_1089;2014;Usstreams;Insect;9
CALS_1098;2014;Usstreams;Insect;47
CALS_1099;2014;Usstreams;Insect;36
CALS_1102;2014;Usstreams;Insect;30
CALS_1106;2014;Usstreams;Insect;48
CALS_1108;2014;Usstreams;Insect;14
CALS_1115;2014;Usstreams;Insect;43
CALS_1116;2014;Usstreams;Insect;32
CALS_1120;2014;Usstreams;Insect;32
CAR9_0901;2014;Usstreams;Insect;24
CAR9_0906;2014;Usstreams;Insect;16
CAR9_0908;2014;Usstreams;Insect;15
CAR9_0910;2014;Usstreams;Insect;12
CAR9_0911;2014;Usstreams;Insect;21
CAR9_0913;2014;Usstreams;Insect;23
CARM_1002;2014;Usstreams;Insect;24
CARM_1004;2014;Usstreams;Insect;18
CARM_1006;2014;Usstreams;Insect;12
CARM_1012;2014;Usstreams;Insect;19
CARM_1014;2014;Usstreams;Insect;36
CARO_1040;2014;Usstreams;Insect;10
CARO_1042;2014;Usstreams;Insect;12
CARO_1043;2014;Usstreams;Insect;14
CARO_1047;2014;Usstreams;Insect;27
CARO_1048;2014;Usstreams;Insect;8
CARO_1050;2014;Usstreams;Insect;17
CARO_1051;2014;Usstreams;Insect;23
CARO_1060;2014;Usstreams;Insect;31
CAS9_0923;2014;Usstreams;Insect;48
CASS_1181;2014;Usstreams;Insect;51
CASS_1183;2014;Usstreams;Insect;51
CASS_1215;2014;Usstreams;Insect;44
CASS_1226;2014;Usstreams;Insect;29
CASS_1248;2014;Usstreams;Insect;57
CASS_1271;2014;Usstreams;Insect;31
CASS_1275;2014;Usstreams;Insect;40
CASS_1278;2014;Usstreams;Insect;47
CASS_1297;2014;Usstreams;Insect;40
CASS_1313;2014;Usstreams;Insect;49
CASS_1339;2014;Usstreams;Insect;26
CASS_1350;2014;Usstreams;Insect;35
CASS_1357;2014;Usstreams;Insect;10
COLS_1070;2014;Usstreams;Insect;21
COR9_0902;2014;Usstreams;Insect;7
COR9_0904;2014;Usstreams;Insect;6
COR9_0906;2014;Usstreams;Insect;12
COR9_0907;2014;Usstreams;Insect;13
COR9_0909;2014;Usstreams;Insect;11
CORF_0002;2014;Usstreams;Insect;25
CORF_0003;2014;Usstreams;Insect;35
