Ecoregions;YEAR;HabitatComplexity;InsectDensity;LocalInsectTotalLCBD;LocalInsectReplLCBD;LocalInsectRichLCBD;RegionalInsectTotalLBCD;RegionalInsectReplLBCD;RegionalInsectRichLBCD;Insect_RarefiedChaoRichness;ObservedInsectRichness;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
SAP;2009;Good;25;0.008759192;0.011430115;0.004269906;0.000929078;0.000598174;0.001475715;15.00;9;0;0.32;0.9;0;6.45
WMT;2009;Good;123;0.012145708;0.01511056;0.006563598;0.000768081;0.001022879;0.000347167;30.00;27;0.074595326;0.42;2.25;0.02;3.13
WMT;2008;Good;486;0.004213448;0.005022484;0.003228692;0.001514679;0.002113734;0.000468351;51.00;34;0;0;0;0;0.09
CPL;2009;Good;137;0.008985248;0.009933481;0.006826895;0.000790974;0.001053833;0.000356745;42.00;25;0.014763911;1.65;1.63;0.17;14.08
WMT;2014;Good;400;0.008241864;0.006916263;0.011349893;0.000789316;0.000781621;0.000802086;48.00;41;3.446378407;1.41;1.77;0.12;27.75
CPL;2014;Good;401;0.008351739;0.010103287;0.005225907;0.00080012;0.000981249;0.000499548;40.00;24;0.039751948;25.87;8.81;5.22;554.63
TPL;2008;Good;28;0.004173948;0.005714462;0.002298841;0.001317439;0.001258367;0.001420617;58.00;17;55.1670124;2.39;1.89;0.28;56.71
UMW;2009;Good;451;0.019931216;0.018091507;0.023588347;0.000701893;0.000666707;0.00076002;48.00;43;3.839033717;0.7;1.14;0.01;10.66
NAP;2008;Good;141;0.005944966;0.006414586;0.005308176;0.00152644;0.000590351;0.003161443;10.00;8;5.116879;1.67;1.53;0.3;42.88
SPL;2008;Good;587;0.009318396;0.009028895;0.009875264;0.001178676;0.001248999;0.001055847;62.00;42;4.578732;1.57;1.63;0.19;17.3
NAP;2014;Good;293;0.008891117;0.011865734;0.003094937;0.000848159;0.000999946;0.000596277;47.00;37;0.153613008;0.46;0.73;0.05;4.03
SPL;2009;Good;60;0.004488207;0.005200739;0.003256884;0.000794578;0.000936488;0.000560151;25.00;19;60.99753;0.49;1.35;0.04;2.81
SAP;2008;Good;347;0.009456783;0.008718473;0.010876951;0.001176174;0.00089215;0.00167226;69.00;51;0.7506568;0.41;1.22;0.06;7.61
TPL;2014;Good;45;0.006985701;0.008709827;0.003626161;0.00097305;0.000538516;0.001694131;22.00;10;9.845655628;1.39;1.63;0.24;31.16
XER;2013;Good;502;0.010048539;0.013019976;0.005422911;0.001252859;0.001712016;0.000430668;45.00;31;0;0.01;0.42;0;0.41
NAP;2013;Good;448;0.009156564;0.012460508;0.004013322;0.001114631;0.001032603;0.001261514;65.00;47;0;0.01;2.09;0;41.26
CPL;2013;Good;287;0.009024982;0.012215627;0.004058112;0.001058652;0.000893823;0.001353803;16.00;15;46.02673724;3.31;2.3;0.66;67.24
WMT;2009;Good;1177;0.007578388;0.009157324;0.004924514;0.000867871;0.000903512;0.000808994;47.00;47;0;0.05;0.79;0;1.02
SAP;2008;Good;265;0.009314436;0.011232016;0.005625891;0.001184791;0.001335224;0.000922038;77.00;40;2.710993;0.65;1.39;0.05;12.7
NAP;2013;Good;72;0.008124414;0.011205794;0.003596279;0.001183297;0.001211955;0.001131981;19.00;16;0.527263263;1.01;1.26;0.1;10.56
WMT;2014;Good;466;0.009464839;0.01002199;0.008061114;0.000941938;0.000729074;0.001295172;67.00;55;0;0.08;1.07;0;2.15
XER;2013;Good;101;0.009975658;0.010093367;0.009792422;0.001231004;0.000804983;0.00199386;12.00;11;0;0.2;0.79;0.02;2.79
TPL;2009;Good;157;0.008372388;0.009187203;0.00651772;0.000788984;0.001023601;0.000401408;31.00;23;0;0.25;0.91;0;9.08
NPL;2013;Good;303;0.007856194;0.009622155;0.005261085;0.000920815;0.001094147;0.000610439;37.00;32;47.58317689;0.4;1.63;0.02;2.2
NAP;2013;Good;478;0.007006199;0.006561225;0.007796541;0.001068735;0.000931479;0.001314513;68.00;47;0;0.08;0.84;0;10.16
CPL;2009;Good;6;0.008274859;0.010999225;0.003695745;0.000924511;-0.000243861;0.002854601;3.00;3;26.30167707;0.67;1.71;0;15.93
CPL;2009;Good;178;0.0083287;0.009705298;0.005195309;0.000789977;0.001040994;0.000375312;84.00;24;37.91357152;2.72;1.5;0.42;41.58
NPL;2008;Good;226;0.010492605;0.007018878;0.015576973;0.001336162;0.001687015;0.000723349;27.00;23;11.08847;0.07;0.76;0;0.5
UMW;2014;Good;360;0.010265158;0.011877016;0.005589411;0.000827463;0.001019664;0.000508516;29.00;23;46.41220058;1.3;1.46;0.07;9.72
NPL;2013;Good;477;0.010037348;0.000595532;0.023912248;0.001018705;0.001290807;0.000531465;54.00;26;37.00941703;0.52;1.49;0.12;1.08
SPL;2014;Good;99;0.006348407;0.007774113;0.00263779;0.000819137;0.001002075;0.000515562;43.00;23;0.118669436;0.06;1.23;0;0.32
WMT;2013;Good;509;0.008492107;0.009898543;0.006302712;0.001317641;0.001846166;0.000371237;42.00;29;0;0;0;0;0.18
CPL;2008;Good;50;0.008921978;0.00777272;0.011132621;0.001376914;0.001657675;0.000886529;39.00;21;0;0.63;1.75;0.05;10.74
WMT;2014;Good;343;0.0121172;0.014277165;0.005851478;0.000898885;0.000610231;0.001377889;65.00;56;0;0.08;0.51;0.01;0.08
NAP;2014;Good;445;0.01387731;0.01843831;0.005273555;0.000837789;0.000406248;0.001553906;73.00;59;0.730977016;1.27;2.17;0.03;39.85
CPL;2008;Good;521;0.010057687;0.012788327;0.004805188;0.001395243;0.000620611;0.00274824;11.00;10;28.93842;1.51;1.45;0.26;29.03
WMT;2008;Good;436;0.008938991;0.006658906;0.013432977;0.001410244;0.001910859;0.000535853;68.00;26;0;0.05;0.6;0;0.86
SAP;2008;Good;232;0.009495385;0.010710618;0.007100194;0.001205735;0.000906572;0.001728262;62.00;52;9.24E-05;0.49;1.65;0.04;7.42
NAP;2013;Good;321;0.009175614;0.009591103;0.008465381;0.001147917;0.001065447;0.001295592;16.00;15;0.113099812;16.73;4.94;4.01;371.22
WMT;2014;Good;154;0.007121429;0.00884611;0.003077709;0.000957702;0.001310511;0.000372236;34.00;28;0.01021472;0.08;0.7;0;1.01
UMW;2014;Good;73;0.008473324;0.010663769;0.004914701;0.000872225;0.001077904;0.000530913;32.00;22;5.461295221;0.84;1.36;0.12;13.99
SAP;2009;Good;190;0.009054013;0.002248316;0.021908846;0.00076909;0.00101181;0.000368131;55.00;25;0;0.31;1.05;0;5.89
NPL;2008;Good;462;0.004515571;0.00631535;0.002324887;0.001162967;0.00125061;0.001009886;53.00;21;10.50450214;0.49;0.67;0.02;4.43
NPL;2009;Good;411;0.008145792;0.009669962;0.005129437;0.000845703;0.001163011;0.000321525;49.00;29;0;0.01;0.04;0;0.25
WMT;2009;Good;337;0.004358983;0.005214841;0.002879976;0.001194205;0.001332916;0.000296366;33.00;31;0;0.11;0.87;0;0.18
SAP;2008;Good;174;0.010038958;0.012940995;0.00431912;0.001281197;0.001690958;0.000565496;69.00;33;0.001123702;1.28;1.72;0.16;23.76
NPL;2014;Good;464;0.007815883;0.009934272;0.00284907;0.000956734;0.001214894;0.000528333;42.00;37;0;0.01;0.16;0;0.7
UMW;2013;Good;185;0.00771384;0.009505896;0.003975204;0.00113156;0.001440208;0.000578878;33.00;23;11.3188479;0.49;1.47;0.01;9.21
WMT;2009;Good;470;0.012751494;0.016651057;0.005409546;0.000894722;0.001236353;0.000330365;40.00;32;0;0;0;0;0.56
CPL;2008;Good;21;0.004137187;0.005508806;0.002467659;0.001474378;0.000643252;0.002926051;21.00;9;14.90936509;1.03;1.45;0.16;12.72
SAP;2009;Good;128;0.006631934;0.007874784;0.004809842;0.000762012;0.000868668;0.000585821;31.00;19;0.03535512;7.83;3.28;1.78;199.85
SAP;2008;Good;412;0.010341409;0.002773827;0.02525691;0.001197962;0.000812704;0.001870865;106.00;54;0.2136951;0.58;2.08;0.03;9.5
TPL;2014;Good;178;0.007541679;0.006472473;0.009278725;0.000943697;0.001085512;0.000708363;36.00;18;53.90226595;3.17;1.84;0.46;55.11
WMT;2009;Good;902;0.007906384;0.006932798;0.009542787;0.000869845;0.000975161;0.000695869;44.00;44;0;0.31;0.75;0;1.44
UMW;2008;Good;161;0.005132143;-0.001534912;0.013247254;0.001170998;0.001493849;0.000607097;29.00;27;32.44325314;3.75;2.15;0.74;87.83
SAP;2009;Good;231;0.009612463;0.010942951;0.006979407;0.00071484;0.000919059;0.000377481;75.00;27;0.460732211;1.29;2;0.13;31.44
WMT;2009;Good;494;0.013426435;0.012451859;0.015292282;0.000826553;0.001094387;0.000384105;46.00;33;0;0.04;0.33;0;0.36
NAP;2008;Good;368;0.004272293;0.004396766;0.004120783;0.001291949;0.001582142;0.00078509;53.00;39;0.223499361;10.76;3.83;1.82;244.12
SAP;2009;Good;447;0.006671596;0.008129984;0.003916944;0.000667428;0.00082515;0.000406879;102.00;30;0;17.87;7.96;1.92;635.42
SAP;2009;Good;467;0.011294083;0.005605822;0.024241615;0.000816719;0.000997037;0.000518841;49.00;38;0;0.45;1.11;0.02;8.74
UMW;2008;Good;347;0.004051036;0.005553841;0.002221829;0.001142438;0.001425174;0.000648603;55.00;34;46.57922015;3.56;2.07;0.64;76.04
UMW;2009;Good;479;0.007861199;0.009648917;0.004674745;0.000807128;0.00089423;0.00066324;44.00;42;0;0.04;1.41;0;3.21
NPL;2013;Good;344;0.008728515;0.010424412;0.006236367;0.000877396;0.000972665;0.000706804;37.00;34;46.21460966;1.2;1.63;0.15;7.63
CPL;2014;Good;203;0.008665702;0.010883708;0.004707423;0.000948173;0.001209866;0.000513909;46.00;36;0;13.59;10.36;0.36;42.6
CPL;2009;Good;539;0.010308995;0.014102167;0.00280225;0.000680686;0.000366388;0.001199888;80.00;51;0.017831559;0.43;1.01;0.01;11.21
CPL;2008;Good;148;0.009199557;0.011174249;0.005401157;0.001314838;0.001640818;0.000745471;29.00;23;0;0.65;1.23;0.02;5.01
TPL;2013;Good;419;0.014087093;0.003672828;0.03024489;0.000887037;0.001045454;0.000603368;39.00;31;72.08121988;0.97;1.6;0.04;15.43
NAP;2008;Good;180;0.010783547;-0.0049961;0.023088676;0.0011591;0.001357551;0.000812479;50.00;38;0.416104925;12.07;3.81;1.73;272.04
WMT;2014;Good;187;0.011835928;0.014378813;0.004459414;0.001011121;0.001412416;0.000345198;32.00;29;0;0;0;0;0.09
CPL;2009;Good;5;0.012625151;0.012853565;0.012195102;0.000899603;-0.000125022;0.002592231;8.00;4;31.88620499;1.22;1.25;0.2;20.85
CPL;2009;Good;289;0.004113912;0.005104003;0.002402941;0.000800186;0.001040632;0.000402982;87.00;33;0.031404569;0.5;2.28;0.04;6.94
NAP;2013;Good;472;0.007407505;0.009564292;0.003576726;0.001011516;0.000864105;0.001275477;73.00;46;0;4.61;3.92;0.35;297.84
UMW;2008;Good;242;0.004172847;0.005035302;0.00312307;0.0011911;0.001544143;0.000574463;36.00;28;18.660849;1.74;1.93;0.2;22.76
UMW;2009;Good;417;0.004483096;0.004930726;0.003709548;0.00085802;0.001189504;0.000310426;59.00;27;0;0.1;0.62;0.01;0.65
SPL;2008;Good;319;0.009870462;0.012557742;0.004701368;0.001254648;0.001432014;0.000944855;65.00;41;5.877575;5.39;2.79;1.31;163.64
NPL;2014;Good;251;0.0068091;0.008209165;0.003526482;0.00090312;0.001203228;0.000405109;34.00;29;0.701794882;0.12;0.74;0;1.19
SPL;2013;Good;314;0.014214376;0.017412227;0.007863428;0.001054009;0.001279113;0.000650927;30.00;22;9.705384532;0.5;1.28;0.07;4.03
NAP;2009;Good;244;0.006552496;0.007405975;0.005301245;0.000772464;0.000699132;0.000893604;60.00;47;0.6219958;2.29;2.07;0.24;44.63
SPL;2008;Good;142;0.010366977;0.01310794;0.008229546;0.001299702;0.001138804;0.001580733;24.00;16;41.87979074;0.2;0.72;0.01;0.72
SAP;2009;Good;374;0.006774992;0.008270049;0.004110181;0.000797582;0.000685823;0.000982203;68.00;50;0;0.01;2.35;0;10.33
SAP;2013;Good;237;0.009024937;0.011151892;0.005389147;0.000994939;0.001251775;0.000535035;66.00;30;23.2665012;4.11;3.17;0.72;126.05
WMT;2014;Good;479;0.006664422;0.007364699;0.00502254;0.00096441;0.001208225;0.000559813;41.00;38;0;0;0.01;0;0.09
SAP;2009;Good;269;0.006534838;0.008365418;0.003077175;0.000682317;0.000751957;0.000567275;53.00;37;0;0.34;1.13;0;5.04
CPL;2009;Good;542;0.007279496;0.008607147;0.005047982;0.000680659;0.000444082;0.001071471;72.00;50;66.59417138;0.96;1.25;0;35.38
CPL;2009;Good;57;0.006944976;0.004714802;0.010693452;0.000823725;0.001089505;0.000384672;41.00;23;11.16182578;1.57;1.77;0.2;23.43
CPL;2009;Good;276;0.013533895;0.007529517;0.027882398;0.000846359;0.000813601;0.000900474;15.00;14;0.404577;0.36;1.52;0;11.22
SPL;2009;Good;28;0.011528887;0.014050621;0.005502764;0.000800696;0.000769138;0.000852828;28.00;15;36.67138;1.08;1.29;0.13;10.23
SAP;2009;Good;250;0.005011028;0.001129705;0.011718332;0.000733914;0.000953356;0.000371406;33.00;26;19.25827;5.62;3.42;1.4;184.04
NAP;2014;Good;1;0.006512231;0.007882208;0.003842768;0.001155561;-0.00061533;0.004094245;1.00;1;0.652477536;1.6;1.59;0.23;24.58
CPL;2013;Good;115;0.007673317;0.008962298;0.005779139;0.001103119;0.001128274;0.001058076;19.00;17;10.44616045;0.18;1.71;0;18.39
UMW;2013;Good;412;0.008775589;0.009392945;0.007487643;0.001106567;0.001352548;0.000666099;47.00;36;11.91833689;1.96;1.71;0.31;19.69
TPL;2009;Good;86;0.012197567;0.012053486;0.012468837;0.000745997;0.000713495;0.00079969;28.00;16;46.21032095;1.96;1.59;0.32;31.9
NPL;2009;Good;186;0.003711605;0.00293166;0.005059425;0.000771545;0.000757423;0.000794875;20.00;16;2.562604;0.12;0.58;0.01;0.83
CPL;2013;Good;76;0.008843489;0.011728667;0.004352138;0.001205728;0.001080753;0.001429516;18.00;14;38.78623848;2.43;2.39;0.25;40.69
CPL;2014;Good;2;0.008638148;0.003145655;0.019340528;0.001130093;-0.000416765;0.003697008;3.00;2;28.14205509;1.5;1.44;0.27;27.13
NAP;2014;Good;22;0.006599011;0.007663302;0.004525191;0.000954806;0.000372391;0.001921287;21.00;9;0.42722005;1.38;1.56;0.14;21.27
SPL;2014;Good;276;0.005128797;0.006162625;0.002438104;0.000903177;0.000891359;0.000922787;26.00;16;68.79727162;0.51;1.29;0;2.02
NAP;2014;Good;22;0.004754855;0.002968306;0.009404619;0.001010637;0.000982004;0.001058152;62.00;14;0.04328948;0.44;0.76;0.04;7.79
CPL;2008;Good;47;0.010406499;0.012944916;0.008427015;0.001415025;0.000663144;0.002728285;45.00;10;27.69701618;1.44;1.44;0.25;27.14
XER;2009;Good;1043;0.00837843;0.007833449;0.009294435;0.000914047;0.001144932;0.000532639;40.00;40;0;0.01;0.42;0;0.41
UMW;2009;Good;391;0.015352876;0.018022776;0.010045421;0.000733714;0.000746892;0.000711945;90.00;42;0.273798378;0.2;0.53;0;1.25
NAP;2009;Good;421;0.005149763;-0.00062349;0.015126506;0.000809855;0.000691027;0.001006154;67.00;51;0;0.01;0.35;0;1.25
SAP;2014;Good;352;0.00934133;0.011892556;0.004788382;0.000836562;0.000422666;0.001523396;95.00;58;0.758910127;0.46;1.18;0.02;26.02
NAP;2013;Good;298;0.007497128;0.008504343;0.005708161;0.001122612;0.001079579;0.001199668;49.00;46;0.560771218;0.25;0.87;0;4.95
NAP;2009;Good;325;0.007375047;0.009424206;0.003930822;0.000762554;0.000889589;0.000552698;58.00;38;1.269380668;2.85;2.45;0.39;104.68
TPL;2009;Good;397;0.015197806;0.0007381;0.042421985;0.000721402;0.000926925;0.000381887;49.00;29;89.68366383;2.06;1.96;0.05;10.4
SAP;2009;Good;134;0.014295964;0.01167872;0.019498744;0.000729585;0.00073971;0.000712858;68.00;42;0.182825718;1.37;2.22;0.24;37.61
SAP;2008;Good;357;0.005867467;0.00642868;0.005106479;0.001257709;0.001597641;0.000663974;46.00;36;66.125;0.58;1.32;0;45.79
WMT;2014;Good;384;0.013521116;0.007647523;0.024003197;0.000912457;0.001129733;0.000551899;51.00;37;0;0.08;0.25;0;0.52
WMT;2014;Good;456;0.011015783;0.013250337;0.004533688;0.00086541;0.001125746;0.000433399;50.00;26;1.08030721;0.2;1.21;0.01;0.52
CPL;2013;Good;199;0.009094723;0.011319443;0.005291816;0.001129802;0.001383374;0.000675742;27.00;21;0.529052449;5.18;1.94;1.09;124.55
NPL;2014;Good;301;0.005379686;0.006537587;0.002366073;0.000927555;0.001252351;0.000388576;54.00;29;0;0;0.57;0;0.77
NAP;2008;Good;547;0.00591698;0.007250408;0.004108894;0.001290134;0.00113151;0.001567192;65.00;51;0;0.49;1.09;0.01;31.33
CPL;2014;Good;338;0.012233833;0.008404473;0.019067752;0.000920495;0.001237722;0.000394076;101.00;29;42.41208979;1;1.88;0.1;31.76
SPL;2009;Good;349;0.007215236;0.005163192;0.010872829;0.000693019;0.000878335;0.000386885;35.00;28;27.1078;1.49;1.77;0.33;23.03
UMW;2008;Good;109;0.008942187;0.009425412;0.007989764;0.001192973;0.001471366;0.000706723;64.00;36;29.80406;1.24;1.51;0.17;17.95
SPL;2008;Good;57;0.004155686;0.004835753;0.003327912;0.001320774;0.001177373;0.001571243;26.00;16;76.36591688;0.28;1.04;0;0.7
CPL;2008;Good;39;0.004430736;0.006342525;0.002103715;0.001406018;0.000927722;0.002241426;24.00;12;18.41094418;1.37;1.49;0.16;15.14
NAP;2009;Good;346;0.004373528;0.003948684;0.005107698;0.00070524;0.000719851;0.000681102;56.00;41;7.029571;0.62;2.05;0;14.96
UMW;2008;Good;22;0.009201049;0.010551126;0.006540085;0.001426924;0.000357823;0.003294252;18.00;8;52.20251;1.38;1.41;0.12;13.74
TPL;2013;Good;421;0.006400194;0.004390263;0.009353818;0.000961551;0.000882054;0.001103902;63.00;42;14.10345394;1.41;1.66;0.19;18.11
CPL;2013;Good;185;0.007718171;0.010282182;0.003950317;0.001119513;0.000953368;0.00141702;63.00;49;11.65528057;1.69;0.9;0.14;12.54
WMT;2013;Good;439;0.008331871;0.003988101;0.013593707;0.001151891;0.001503773;0.000521792;61.00;33;0;0.33;0.85;0;1.21
SPL;2014;Good;368;0.008088203;0.009584878;0.005692598;0.000888182;0.001176424;0.000409862;38.00;28;10.98644091;4.12;2.3;0.84;136.39
SAP;2009;Good;285;0.010705638;0.013419928;0.004527413;0.000725473;0.000861467;0.000500818;24.00;21;0;1.82;2.46;0.08;36.37
SAP;2014;Good;223;0.005258545;0.005845013;0.003732171;0.000788702;0.000623239;0.001063276;69.00;47;0.184415985;1.03;1.7;0.12;22.9
CPL;2009;Good;18;0.006577374;0.008431965;0.003074359;0.000898973;0.000317849;0.00185896;11.00;7;56.79069889;1.23;1.58;0.17;18.69
CPL;2009;Good;273;0.007938401;0.008958624;0.005919364;0.000715976;0.000793303;0.000588235;59.00;38;0.206558372;1.95;1.79;0.21;43.73
XER;2009;Good;1090;0.007654796;0.008063836;0.006925716;0.000699564;0.000850113;0.000450865;39.00;33;3.392146;0.28;0.95;0.01;1.93
CPL;2014;Good;65;0.008831258;0.001638019;0.02284762;0.00093073;0.000823307;0.001108991;22.00;14;0.377004855;1.41;1.52;0.16;14.32
NPL;2013;Good;56;0.007274183;0.006773423;0.008010058;0.001082724;0.001204198;0.000865206;68.00;19;34.16909015;0.72;1.29;0.02;0.68
NAP;2014;Good;497;0.005009622;0.004339128;0.006754684;0.000895766;0.001189579;0.000408202;43.00;30;0;0.16;1.28;0;5.62
SAP;2009;Good;267;0.008641033;0.006656515;0.012389457;0.000733176;0.000699297;0.000789141;53.00;44;0;0.54;1.02;0;26.31
XER;2008;Good;27;0.01163626;0.015763486;0.005595391;0.001470755;0.000275467;0.003558484;10.00;7;0;23;7.59;1.88;141.84
CPL;2009;Good;45;0.006329601;0.008162122;0.003643013;0.000846185;0.000669832;0.00113751;33.00;12;18.69599;1.35;1.71;0.09;24.86
SAP;2009;Good;300;0.007898784;0.008109267;0.007523616;0.000810128;0.000877536;0.000698772;66.00;43;0;0.14;1.37;0;14.61
SAP;2009;Good;289;0.013266256;0.016738964;0.00661768;0.000704783;0.000469818;0.001092934;85.00;51;0;0.27;1.47;0.03;4.42
SAP;2013;Good;292;0.008859653;0.004947696;0.015546701;0.000918367;0.001120895;0.00055571;34.00;29;3.597480857;15.82;7.92;2.23;870.12
NPL;2014;Good;278;0.00548523;0.006678901;0.002378518;0.000882835;0.000936076;0.000794484;52.00;42;8.571543202;0.27;0.63;0.01;0.81
NAP;2013;Good;347;0.008287638;0.005592228;0.013910875;0.001232917;0.00142035;0.00089729;54.00;42;0;0.27;0.82;0;7.85
UMW;2013;Good;320;0.009807346;0.01298684;0.003174202;0.001100397;0.001415841;0.000535547;41.00;33;0;0.58;1.36;0.06;2.34
XER;2008;Good;597;0.010180995;0.010189886;0.010163471;0.001420575;0.001920583;0.000547244;107.00;35;0;0.05;1.2;0;0.6
CPL;2009;Good;557;0.008753834;0.01036192;0.006050964;0.000785166;0.001049772;0.00034805;28.00;26;4.64545398;3.15;2.92;0.47;25.55
CPL;2009;Good;460;0.013654596;-0.002100498;0.049516097;0.000761743;0.000752537;0.00077695;16.00;16;76.22267008;0.87;1.45;0.06;7
NPL;2009;Good;719;0.007355144;0.007513121;0.007042507;0.000827618;0.001002581;0.000538589;51.00;19;0.1997046;0.66;1.34;0.06;15.25
CPL;2014;Good;315;0.008689403;0.010551517;0.005366253;0.000840459;0.001063384;0.000470529;39.00;32;16.72657618;0.86;1.37;0.06;9.43
NAP;2013;Good;438;0.007805777;0.009654495;0.003948934;0.001256047;0.001305601;0.001167312;65.00;47;0;0.34;0.98;0;11.09
WMT;2009;Good;353;0.006152787;0.007905536;0.003583151;0.000809859;0.001048186;0.000416155;50.00;34;0;0.03;0.21;0;0.34
WMT;2013;Good;504;0.007247739;0.002776816;0.013817832;0.001216881;0.001479107;0.000747324;56.00;39;0;0;0.35;0;0.17
NAP;2013;Good;482;0.008234682;0.010324481;0.003874889;0.001092756;0.000990399;0.001276043;78.00;47;0;7.63;3.28;1.02;7.19
XER;2013;Good;295;0.00844106;0.010662789;0.003806029;0.000974129;0.000892554;0.001120201;64.00;43;0;0.52;1.97;0.01;0.23
WMT;2008;Good;258;0.003920433;0.00506841;0.002523121;0.001481083;0.002054095;0.000480243;39.00;34;0;0;0;0;0.73
SAP;2009;Good;55;0.009554191;0.011889263;0.004239135;0.000838907;0.001079337;0.000441729;62.00;21;17.08539683;0.29;1.23;0.01;14.61
CPL;2009;Good;222;0.011309425;0.009805663;0.014732266;0.00081088;0.001050456;0.000415112;42.00;22;0.008477118;0.54;1.09;0.01;10.88
WMT;2009;Good;1;0.004047608;0.005079129;0.002265038;0.000967284;-0.000583204;0.003528611;1.00;1;9.364213;0.46;1.07;0.05;8.08
SAP;2009;Good;217;0.006503084;0.004923673;0.008818596;0.000783071;0.001044896;0.000350551;47.00;26;0;0.95;1.87;0;5.47
UMW;2014;Good;419;0.008455917;0.005423206;0.013382897;0.000825002;0.000916291;0.000673512;44.00;39;0.915550045;0.07;0.73;0;2.53
SAP;2009;Good;267;0.012251944;0.012500711;0.011685702;0.000643316;0.000733111;0.000494979;37.00;32;6.319639842;0.49;1.66;0;23.34
UMW;2014;Good;403;0.01233399;0.007484604;0.026401307;0.000749901;0.000685401;0.000856934;54.00;42;70.27589245;2.61;1.82;0.48;45.35
XER;2008;Good;286;0.007645679;0.007859335;0.007355968;0.001480819;0.001736304;0.001034581;28.00;19;1.972839;0.08;0.63;0;0.5
SAP;2009;Good;84;0.007545765;0.002423053;0.017221716;0.000820784;0.001063742;0.00041943;26.00;22;0;0.5;2.01;0;5.18
CPL;2008;Good;75;0.004343201;0.004073133;0.004671927;0.001206379;0.001512921;0.000670962;33.00;25;0;0.61;1.33;0.03;5.16
CPL;2008;Good;151;0.004519076;0.006470923;0.002143296;0.00118904;0.001170423;0.001221558;59.00;19;6.659239763;3.78;2.94;0.74;162.12
SAP;2009;Good;351;0.009942419;0.001947058;0.024193465;0.000770876;0.000585273;0.001077482;79.00;52;0;1.12;3.73;0;14.01
NAP;2009;Good;399;0.007469848;0.007831638;0.006824989;0.000839842;0.000705878;0.001061144;93.00;53;0;0.14;0.44;0;6.9
SAP;2013;Good;441;0.021222096;0.009278242;0.044942651;0.001116789;0.00073423;0.001801818;68.00;56;0;0.04;0.82;0;2.11
XER;2013;Good;4;0.010241604;0.010554057;0.00975521;0.001388232;-0.000553142;0.004864558;2.00;2;0.895901456;0.34;0.92;0.03;3.34
NAP;2009;Good;139;0.008315298;0.009764062;0.005880216;0.000695918;0.000875048;0.000400004;67.00;30;1.559330046;4.11;2.64;0.66;110.18
CPL;2009;Good;90;0.008544299;0.00826647;0.009011273;0.000874448;0.000870108;0.000881616;18.00;14;0.928333842;2.26;1.95;0.26;61.06
SAP;2014;Good;218;0.011413091;0.012528007;0.009423398;0.000851763;0.001106496;0.000429049;34.00;29;0.050190134;5.97;3;1;186.94
NAP;2013;Good;490;0.008281345;0.00907032;0.006635363;0.001167507;0.001420388;0.000714684;55.00;38;0;0;0.06;0;6.24
WMT;2008;Good;404;0.009099108;0.003515026;0.016670942;0.001471679;0.001718568;0.001040456;62.00;45;0;0.08;1.07;0;2.15
SAP;2014;Good;263;0.00965401;0.012671138;0.004269611;0.000873794;0.001093061;0.000509934;36.00;34;0.024861722;11.76;4.07;2.73;383.62
WMT;2009;Good;473;0.00545736;0.001573384;0.012169247;0.000763466;0.001010402;0.00035554;38.00;28;0;0.23;0.72;0;2.08
XER;2008;Good;2344;0.010792981;0.010203147;0.01125294;0.001234757;0.001533071;0.000713712;38.00;37;0;0.01;0;0;8.79
UMW;2009;Good;308;0.008045727;0.010235819;0.003711501;0.00077463;0.001029787;0.000353124;38.00;26;0.01320744;0.07;0.3;0;0.29
CPL;2009;Good;8;0.003781916;0.004524674;0.002498357;0.000883896;0.000144684;0.002105037;15.00;6;0.192332085;1.26;1.38;0.11;13.13
SAP;2013;Good;498;0.013363648;0.016272833;0.008804072;0.001066434;0.000678384;0.001761297;21.00;13;0;40.06;9.4;17.95;1220.37
WMT;2009;Good;471;0.006897063;0.008914961;0.003085591;0.000815279;0.001073604;0.00038854;27.00;23;0;0.15;0.91;0;1.08
UMW;2009;Good;475;0.016688996;0.020678988;0.008757347;0.000732656;0.000929891;0.000406833;64.00;24;35.76978261;0.74;1.59;0.02;33.81
NPL;2008;Good;1002;0.005612906;-0.001849367;0.014695953;0.001409129;0.001362976;0.00148974;61.00;51;0;0.03;0.75;0;0.52
WMT;2008;Good;436;0.003957858;0.003884576;0.004047057;0.001395391;0.001928927;0.0004635;39.00;31;0;0;0.35;0;0.17
WMT;2009;Good;268;0.013371724;0.016578528;0.007232227;0.000808701;0.001045378;0.000417723;42.00;34;0;0;0.1;0;0.36
SAP;2013;Good;32;0.006616274;0.007296881;0.005407412;0.001262182;-0.000126967;0.003749662;7.00;5;16.35386743;3.33;2.52;0.65;71.44
UMW;2008;Good;99;0.004420805;0.00573896;0.002816353;0.001294271;0.001208238;0.001444539;41.00;17;0.26480824;0.32;1.01;0.01;1.19
NAP;2009;Good;331;0.008941796;0.007480655;0.011397682;0.00075315;0.000716077;0.000814393;63.00;45;1.120967131;3.13;2.33;0.38;75.68
XER;2009;Good;873;0.007350198;0.004447986;0.011605018;0.000771449;0.000843943;0.000651694;113.00;41;0;0.1;0.92;0;0.15
